,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Other Receivables,Net PPE,Gross PPE,Other Properties,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Payables And Accrued Expenses,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Current Notes Payable,Commercial Paper,Line of Credit,Other Current Borrowings,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Long Term Provisions,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
64,3/31/2007,"122,563,000","4,838,000","3,234,000",-,-,"3,234,000","1,604,000","1,604,000",-,"34,924,000",-,"34,924,000",-,-,-,-,"64,617,000","66,312,000",-,-,-,-,"66,312,000","690,000","-1,005,000",-,-,-,-,-,-,"8,668,000",-,-,"9,516,000","106,457,000","77,367,000","59,176,000","59,176,000","18,191,000","8,224,000",-,-,-,-,-,-,-,-,-,-,-,"12,232,000","12,232,000",-,-,-,"8,634,000","16,106,000","14,739,000","1,764,000",-,"1,764,000","11,134,000","2,520,000","517,000","-162,000",-,-,"1,367,000","26,971,000",-,"14,739,000",-,"6,071,000","26,971,000","6,071,000","12,232,000","8,998,000","344,919","344,919",-,-
65,12/31/2006,"101,820,000","5,286,000","3,523,000",-,-,"3,523,000","1,763,000","1,763,000",-,"26,321,000",-,"31,651,000",-,"26,321,000","5,330,000",-,"48,403,000","49,710,000","2,366,000","20,584,000","16,891,000","9,869,000","376,000","512,000","-795,000","3,508,000",-,"3,508,000",-,-,-,"4,043,000","3,402,000","641,000","8,929,000","90,147,000","66,301,000","50,231,000","50,231,000","16,070,000","4,762,000","2,711,000","2,051,000","3,970,000","3,970,000",-,-,-,-,-,-,-,"10,266,000","10,266,000",-,-,"120,000","4,728,000","11,673,000","10,788,000","1,764,000",-,"1,764,000","10,985,000","1,651,000","3,377,000","-235,000","-235,000",-,"885,000","21,054,000",-,"10,788,000",-,"6,745,000","21,054,000","6,745,000","10,266,000","6,743,000","293,000","293,000",-,-
66,9/30/2006,"98,436,000","5,836,000","3,018,000",-,-,"3,018,000","2,818,000","2,818,000",-,"22,230,000",-,"22,230,000",-,-,-,-,"52,651,000","53,217,000",-,-,-,-,"53,217,000","566,000",-,-,-,-,-,-,-,"4,008,000",-,-,"13,711,000","87,270,000","64,572,000","49,732,000","49,732,000","14,840,000","5,750,000",-,-,-,-,-,-,-,-,-,-,-,"8,945,000","8,945,000",-,-,-,"8,003,000","11,166,000","10,758,000","1,764,000",-,"1,764,000","10,771,000","1,679,000","3,296,000","-160,000",-,-,"408,000","19,703,000",-,"10,758,000",-,"6,750,000","19,703,000","6,750,000","8,945,000","5,927,000","294,000","294,000",-,-
67,6/30/2006,"94,914,000","4,113,000","3,438,000",-,-,"3,438,000","675,000","675,000",-,"23,729,000",-,"23,729,000",-,-,-,-,"52,102,000","52,713,000",-,-,-,-,"52,713,000","611,000",-,-,-,-,-,-,-,"4,498,000",-,-,"10,472,000","85,455,000","63,493,000","49,059,000","49,059,000","14,434,000","5,456,000",-,-,-,-,-,-,-,-,-,-,-,"10,195,000","10,195,000",-,-,-,"6,311,000","9,459,000","8,827,000","1,764,000",-,"1,764,000","9,449,000","1,385,000","3,201,000","-570,000",-,-,"632,000","19,022,000",-,"8,827,000",-,"4,329,000","19,022,000","4,329,000","10,195,000","6,757,000","295,000","295,000",-,-
68,3/31/2006,"93,257,000","3,717,000","3,206,000",-,-,"3,206,000","511,000","511,000",-,"24,170,000",-,"24,170,000",-,-,-,-,"51,190,000","52,619,000",-,-,-,-,"52,619,000","597,000","-832,000",-,-,-,-,-,-,"4,482,000",-,-,"9,698,000","83,849,000","60,899,000","46,649,000","46,649,000","14,250,000","6,048,000",-,-,-,-,"120,000","120,000",-,-,-,"120,000",-,"10,272,000","10,272,000",-,-,-,"6,510,000","9,408,000","8,781,000","1,764,000",-,"1,764,000","9,230,000","1,349,000","3,124,000","-438,000",-,-,"627,000","19,053,000",-,"8,781,000",-,"4,299,000","19,173,000","4,299,000","10,392,000","7,186,000","296,000","296,000",-,-
69,12/31/2005,"91,954,000","3,868,000","3,518,000",-,-,"3,518,000","350,000","350,000",-,"23,253,000",-,"23,253,000",-,-,-,-,"50,954,000","51,550,000",-,-,-,-,"51,550,000","596,000",-,-,-,-,-,-,-,"4,466,000",-,-,"9,413,000","82,801,000","60,275,000","45,287,000","45,287,000","14,988,000","5,819,000",-,-,-,-,"10,000","10,000",-,-,-,"10,000",-,"11,068,000","11,068,000",-,-,-,"5,629,000","9,153,000","8,563,000","1,764,000",-,"1,764,000","9,023,000","1,358,000","3,256,000","-326,000",-,-,"590,000","19,631,000",-,"8,563,000",-,"4,097,000","19,641,000","4,097,000","11,078,000","7,560,000","293,000","293,000",-,-
70,9/30/2005,"93,241,000","4,381,000","3,474,000",-,-,"3,474,000","907,000","907,000",-,"23,211,000",-,"23,211,000",-,-,-,-,"52,253,000","53,743,000",-,-,-,-,"53,743,000","634,000","-856,000",-,-,-,-,-,-,"4,225,000",-,-,"9,171,000","84,329,000","60,214,000","46,115,000","46,115,000","14,099,000","3,531,000",-,-,-,-,"3,447,000","3,447,000",-,-,-,"3,447,000",-,"11,396,000","11,396,000",-,-,-,"5,741,000","8,912,000","8,317,000","1,764,000",-,"1,764,000","8,814,000","1,358,000","3,355,000","-264,000",-,-,"595,000","19,713,000",-,"8,317,000",-,"4,092,000","23,160,000","4,092,000","14,843,000","11,369,000","291,000","291,000",-,-
71,6/30/2005,"90,794,000","3,531,000","3,442,000",-,-,"3,442,000","89,000","89,000",-,"22,640,000",-,"22,640,000",-,-,-,-,"50,964,000","51,592,000",-,-,-,-,"51,592,000","628,000",-,-,-,-,-,-,-,"4,170,000",-,-,"9,489,000","82,044,000","58,673,000","44,922,000","44,922,000","13,751,000","4,743,000",-,-,-,-,"3,998,000","3,998,000",-,-,-,"3,998,000",-,"9,465,000","9,465,000",-,-,-,"5,165,000","8,750,000","8,243,000","1,764,000",-,"1,764,000","8,626,000","1,353,000","3,389,000","-111,000",-,-,"507,000","17,708,000",-,"8,243,000",-,"4,073,000","21,706,000","4,073,000","13,463,000","10,021,000","291,000","291,000",-,-
72,3/31/2005,"83,359,000","4,160,000","2,908,000",-,-,"2,908,000","1,252,000","1,252,000",-,"20,803,000",-,"20,803,000",-,-,-,-,"46,141,000","46,741,000",-,-,-,-,"46,741,000","600,000",-,-,-,-,-,-,-,"3,589,000",-,-,"8,666,000","75,248,000","55,169,000","42,361,000","42,361,000","12,808,000","3,072,000",-,-,-,-,"2,381,000","2,381,000",-,-,-,"2,381,000",-,"9,061,000","9,061,000",-,-,-,"5,565,000","8,111,000","7,579,000","1,764,000",-,"1,764,000","8,485,000","1,275,000","3,728,000","-217,000",-,-,"532,000","16,640,000",-,"7,579,000",-,"3,990,000","19,021,000","3,990,000","11,442,000","8,534,000","283,000","283,000",-,-
73,12/31/2004,"79,723,000","4,865,000","3,230,000",-,-,"3,230,000","1,635,000","1,635,000",-,"18,609,000",-,"18,609,000",-,-,-,-,"44,558,000","46,067,000",-,-,-,-,"46,067,000","607,000","-902,000",-,-,-,-,-,-,"3,355,000",-,-,"8,336,000","71,746,000","53,269,000","40,354,000","40,354,000","12,915,000","1,595,000",-,-,-,-,"2,251,000","2,251,000",-,-,-,"2,251,000",-,"8,118,000","8,118,000",-,-,-,"6,513,000","7,977,000","7,473,000","1,764,000",-,"1,764,000","8,273,000","1,265,000","3,724,000","-105,000",-,-,"504,000","15,591,000",-,"7,473,000",-,"4,118,000","17,842,000","4,118,000","10,369,000","7,139,000","283,000","283,000",-,-
74,9/30/2004,"77,297,000","4,159,000","3,005,000",-,-,"3,005,000","1,154,000","1,154,000",-,"18,625,000",-,"18,625,000",-,-,-,-,"43,481,000","44,062,000",-,-,-,-,"44,062,000","581,000",-,-,-,-,-,-,-,"3,355,000",-,-,"7,677,000","69,486,000","51,162,000","38,701,000","38,701,000","12,461,000","3,603,000",-,-,-,-,"1,805,000","1,805,000",-,-,-,"1,805,000",-,"7,511,000","7,511,000",-,-,-,"5,405,000","7,811,000","7,312,000","1,764,000",-,"1,764,000","8,107,000","1,246,000","3,728,000","-77,000",-,-,"499,000","14,823,000",-,"7,312,000",-,"3,957,000","16,628,000","3,957,000","9,316,000","6,311,000","283,000","283,000",-,-
75,6/30/2004,"73,118,000","4,161,000","3,065,000",-,-,"3,065,000","1,096,000","1,096,000",-,"16,289,000",-,"16,289,000",-,-,-,-,"39,958,000","40,551,000",-,-,-,-,"40,551,000","593,000",-,"1,741,000",-,-,-,-,-,"3,329,000",-,-,"7,640,000","65,635,000","49,994,000","37,748,000","37,748,000","12,246,000","2,232,000",-,-,-,-,"1,743,000","1,743,000",-,-,-,"1,743,000",-,"6,962,000","6,962,000",-,-,-,"4,704,000","7,483,000","7,064,000","1,764,000",-,"1,764,000","7,991,000","1,235,000","3,733,000","-193,000",-,-,"419,000","14,026,000",-,"7,064,000",-,"3,735,000","15,769,000","3,735,000","8,705,000","5,640,000","282,000","282,000",-,-
76,3/31/2004,"74,115,000","4,766,000","2,787,000",-,-,"2,787,000","1,979,000","1,979,000",-,"18,184,000",-,"18,184,000",-,-,-,-,"38,463,000","40,047,000",-,-,-,-,"40,047,000","604,000","-980,000","1,932,000",-,-,-,-,-,"3,316,000",-,-,"7,454,000","66,467,000","48,125,000","36,246,000","36,246,000","11,879,000","3,927,000",-,-,-,-,"1,934,000","1,934,000",-,-,-,"1,934,000",-,"7,861,000","7,861,000",-,-,-,"4,620,000","7,648,000","7,230,000","1,764,000",-,"1,764,000","7,829,000","1,209,000","3,725,000","153,000",-,-,"418,000","15,091,000",-,"7,230,000",-,"3,914,000","17,025,000","3,914,000","9,795,000","7,008,000","282,000","282,000",-,-
77,12/31/2003,"68,168,000","4,845,000","2,968,000",-,-,"2,968,000","1,877,000","1,877,000",-,"15,690,000",-,"15,690,000",-,-,-,-,"34,848,000","36,489,000",-,-,-,-,"36,489,000","632,000","-1,009,000","2,223,000",-,-,-,-,-,"2,707,000",-,-,"7,855,000","61,061,000","45,241,000","33,736,000","33,736,000","11,505,000","1,250,000",-,-,-,-,"2,226,000","2,226,000",-,-,-,"2,226,000",-,"7,977,000","7,977,000",-,-,-,"4,367,000","7,107,000","6,645,000","1,764,000",-,"1,764,000","7,642,000","1,108,000","3,900,000","31,000",-,-,"462,000","14,622,000",-,"6,645,000",-,"3,938,000","16,848,000","3,938,000","10,203,000","7,235,000","277,000","277,000",-,-
78,9/30/2003,"72,284,000","3,614,000","3,614,000",-,-,"3,614,000",-,-,-,"14,893,000",-,"14,893,000",-,-,-,-,"35,397,000","37,082,000",-,-,-,-,"37,082,000","648,000","-1,037,000","2,481,000",-,-,-,-,-,"2,696,000",-,-,"13,203,000","64,030,000","45,523,000","33,405,000","33,405,000","12,118,000","881,000",-,-,-,-,-,-,-,-,-,-,-,"12,982,000","12,982,000",-,-,-,"4,644,000","8,254,000","6,637,000","1,764,000",-,"1,764,000","7,507,000","1,110,000","3,867,000","123,000",-,-,"1,617,000","19,619,000",-,"6,637,000",-,"3,941,000","19,619,000","3,941,000","12,982,000","9,368,000","277,000","277,000",-,-
79,6/30/2003,"67,262,000","6,201,000","3,797,000",-,-,"3,797,000","2,404,000","2,404,000",-,"16,017,000",-,"16,017,000",-,-,-,-,"35,336,000","37,027,000",-,-,-,-,"37,027,000","673,000","-1,018,000",-,-,-,-,-,-,"2,672,000",-,-,"7,036,000","59,379,000","46,694,000","33,326,000","33,326,000","13,368,000","36,000",-,-,-,-,-,-,-,-,-,-,-,"7,867,000","7,867,000",-,-,-,"4,782,000","7,883,000","6,774,000","1,764,000",-,"1,764,000","7,360,000","1,100,000","3,727,000","277,000",-,-,"1,109,000","14,641,000",-,"6,774,000",-,"4,102,000","14,641,000","4,102,000","7,867,000","4,070,000","280,000","280,000",-,-
80,3/31/2003,"68,619,000","5,539,000","3,626,000",-,-,"3,626,000","1,913,000","1,913,000",-,"14,973,000",-,"14,973,000",-,-,-,-,"36,267,000","37,965,000",-,-,-,-,"37,965,000","680,000","-1,018,000",-,-,-,-,-,-,"2,686,000",-,-,"9,154,000","61,583,000","47,081,000","35,818,000","35,818,000","11,263,000","1,116,000",-,-,-,-,-,-,-,-,-,-,-,"8,266,000","8,266,000",-,-,-,"5,120,000","7,036,000","6,792,000","1,764,000",-,"1,764,000","7,311,000","1,102,000","3,650,000","265,000",-,-,"244,000","15,058,000",-,"6,792,000",-,"4,106,000","15,058,000","4,106,000","8,266,000","4,640,000","282,000","282,000",-,-
81,12/31/2002,"66,377,000","6,859,000","3,201,000",-,-,"3,201,000","3,658,000","3,658,000",-,"13,763,000",-,"13,763,000",-,-,-,-,"36,384,000","38,132,000",-,-,-,-,"38,132,000","673,000","-1,075,000",-,-,-,-,-,-,"2,646,000",-,-,"6,725,000","58,400,000","44,982,000","35,444,000","35,444,000","9,538,000","38,000",-,-,-,-,-,-,-,-,-,-,-,"9,078,000","9,078,000",-,-,-,"4,302,000","7,977,000","6,859,000","1,764,000",-,"1,764,000","7,187,000","1,101,000","3,505,000","312,000",-,-,"1,118,000","15,937,000",-,"6,859,000",-,"4,213,000","15,937,000","4,213,000","9,078,000","5,877,000","285,000","285,000",-,-
82,9/30/2002,"67,659,000","3,403,000","3,403,000",-,-,"3,403,000",-,-,-,"17,301,000",-,"17,301,000",-,-,-,-,"37,258,000","37,906,000",-,-,-,-,"37,906,000","648,000",-,-,-,-,-,-,-,"2,650,000",-,-,"7,047,000","59,839,000","44,960,000","34,830,000","34,830,000","10,130,000","35,000",-,-,-,-,-,-,-,-,-,-,-,"9,912,000","9,912,000",-,-,-,"4,932,000","7,820,000","6,717,000","1,764,000",-,"1,764,000","7,062,000","1,103,000","3,526,000","314,000",-,-,"1,103,000","16,629,000",-,"6,717,000",-,"4,067,000","16,629,000","4,067,000","9,912,000","6,509,000","284,000","284,000",-,-
83,6/30/2002,"66,913,000","2,839,000","2,839,000",-,-,"2,839,000",-,-,-,"15,208,000",-,"15,208,000",-,-,-,-,"39,471,000","41,229,000",-,-,-,-,"41,229,000","654,000","-1,104,000",-,-,-,-,-,-,"2,656,000",-,-,"6,739,000","59,465,000","44,427,000","35,200,000","35,200,000","9,227,000","37,000",-,-,-,-,-,-,-,-,-,-,-,"10,443,000","10,443,000",-,-,-,"4,558,000","7,448,000","6,390,000","1,764,000",-,"1,764,000","6,913,000","1,102,000","3,546,000","157,000",-,-,"1,058,000","16,833,000",-,"6,390,000",-,"3,734,000","16,833,000","3,734,000","10,443,000","7,604,000","284,000","284,000",-,-
84,3/31/2002,"66,564,000","2,786,000","2,786,000",-,-,"2,786,000",-,-,-,"13,197,000",-,"13,197,000",-,-,-,-,"41,475,000","43,323,000",-,-,-,-,"43,323,000","712,000","-1,136,000",-,-,-,-,-,-,"2,659,000",-,-,"6,447,000","59,554,000","44,910,000","36,224,000","36,224,000","8,686,000","34,000",-,-,-,-,"827,000","827,000",-,-,-,"827,000",-,"10,127,000","10,127,000",-,-,-,"3,656,000","7,010,000","5,979,000","1,765,000","1,000","1,764,000","6,730,000","1,090,000","3,561,000","-45,000",-,-,"1,031,000","16,106,000","1,000","5,978,000",-,"3,320,000","16,932,000","3,319,000","10,954,000","8,168,000","284,000","284,000",-,-
85,12/31/2001,"69,568,000","4,327,000","4,327,000",-,-,"4,327,000",-,-,-,"15,243,000",-,"15,243,000",-,-,-,-,"41,533,000","42,163,000",-,-,-,-,"42,163,000","630,000",-,-,-,-,-,-,-,"2,373,000",-,-,"6,092,000","62,726,000","47,304,000","37,180,000","37,180,000","10,124,000","167,000",-,-,-,-,-,-,-,-,-,-,-,"11,923,000","11,923,000",-,-,-,"3,332,000","6,842,000","5,824,000","1,765,000","1,000","1,764,000","6,549,000","1,077,000","3,557,000","-11,000",-,"1,000","1,018,000","17,747,000","1,000","5,823,000",-,"3,451,000","17,746,000","3,450,000","11,923,000","7,596,000","283,000","283,000",-,-
86,9/30/2001,"71,944,000","3,513,000","3,513,000",-,-,"3,513,000",-,-,-,"13,294,000",-,"13,294,000",-,-,-,-,"43,173,000","43,893,000",-,-,-,-,"43,893,000","720,000",-,-,-,-,-,-,-,"2,393,000",-,-,"9,571,000","64,269,000","44,995,000","36,090,000","36,090,000","8,905,000","5,033,000",-,-,-,-,-,-,-,-,-,-,-,"8,013,000","8,013,000",-,-,-,"6,228,000","7,675,000","6,827,000","1,769,000","5,000","1,764,000","7,166,000","1,267,000","3,504,000","129,000",-,-,"848,000","14,840,000","5,000","6,822,000",-,"4,434,000","14,835,000","4,429,000","8,013,000","4,500,000","284,000","284,000",-,-
87,6/30/2001,"70,013,000","3,659,000","3,659,000",-,-,"3,659,000",-,-,-,"12,051,000",-,"12,051,000",-,-,-,-,"45,105,000","45,780,000",-,-,-,-,"45,780,000","675,000",-,-,-,-,-,-,-,"2,405,000",-,-,"6,793,000","62,417,000","45,826,000","36,817,000","36,817,000","9,009,000","1,444,000",-,-,-,-,"3,830,000","3,830,000",-,-,-,"3,830,000",-,"6,845,000","6,845,000",-,-,-,"4,472,000","7,596,000","6,748,000","1,769,000","5,000","1,764,000","7,010,000","1,257,000","3,203,000","-85,000",-,-,"848,000","13,593,000","5,000","6,743,000",-,"4,343,000","17,418,000","4,338,000","10,675,000","7,016,000","289,000","289,000",-,-
88,3/31/2001,"70,966,000","2,998,000","2,998,000",-,-,"2,998,000",-,-,-,"12,829,000",-,"12,829,000",-,-,-,-,"46,716,000","48,453,000",-,-,-,-,"48,453,000","675,000","-1,062,000",-,-,-,-,-,-,"2,437,000",-,-,"5,986,000","63,337,000","47,189,000","38,758,000","38,758,000","8,431,000","785,000",-,-,-,-,"3,453,000","3,453,000",-,-,-,"3,453,000",-,"8,041,000","8,041,000",-,-,-,"3,869,000","7,629,000","6,781,000","1,771,000","7,000","1,764,000","6,857,000","1,323,000","3,151,000","-19,000",-,-,"848,000","14,822,000","7,000","6,774,000",-,"4,344,000","18,268,000","4,337,000","11,494,000","8,496,000","289,000","289,000",-,-
89,12/31/2000,"69,844,000","3,662,000","3,662,000",-,-,"3,662,000",-,-,-,"7,053,000",-,"7,053,000",-,-,-,-,"51,581,000","52,256,000",-,-,-,-,"52,256,000","675,000",-,-,-,-,-,-,-,"2,468,000",-,-,"5,080,000","62,340,000","47,664,000","39,174,000","39,174,000","8,490,000","1,445,000",-,-,-,-,"1,756,000","1,756,000",-,-,-,"1,756,000",-,"8,517,000","8,517,000",-,-,-,"2,958,000","7,504,000","6,656,000","1,771,000","7,000","1,764,000","6,736,000","1,303,000","3,041,000","-113,000",-,-,"848,000","15,173,000","7,000","6,649,000",-,"4,188,000","16,922,000","4,181,000","10,273,000","6,611,000","289,000","289,000",-,-
90,9/30/2000,"69,884,000","3,106,000","3,106,000",-,-,"3,106,000",-,-,-,"8,163,000",-,"8,163,000",-,-,-,-,"51,243,000","52,882,000",-,-,-,-,"52,882,000","675,000","-964,000",-,-,-,-,-,-,"2,476,000",-,-,"4,896,000","62,653,000","47,494,000","38,985,000","38,985,000","8,509,000","1,341,000",-,-,-,-,"2,443,000","2,443,000",-,-,-,"2,443,000",-,"8,515,000","8,515,000",-,-,-,"2,860,000","7,231,000","6,383,000","1,771,000","7,000","1,764,000","6,545,000","1,290,000","3,028,000","-195,000",-,-,"848,000","14,898,000","7,000","6,376,000",-,"3,907,000","17,334,000","3,900,000","10,958,000","7,852,000","289,000","289,000",-,-
91,6/30/2000,"75,737,000","4,546,000","3,138,000",-,-,"3,138,000","1,408,000","1,408,000",-,"7,302,000",-,"7,302,000",-,-,-,-,"54,777,000","56,184,000",-,-,-,-,"56,184,000","675,000","-732,000",-,-,-,-,-,-,"4,366,000",-,-,"4,746,000","68,732,000","47,426,000","38,338,000","38,338,000","9,088,000","882,000",-,-,-,-,"9,137,000","9,137,000",-,-,-,"9,137,000",-,"8,566,000","8,566,000",-,-,-,"2,721,000","7,005,000","6,157,000","1,771,000","7,000","1,764,000","6,358,000","1,287,000","2,987,000","-272,000",-,-,"848,000","14,723,000","7,000","6,150,000",-,"1,791,000","23,853,000","1,784,000","17,703,000","14,565,000","289,000","289,000",-,-
92,3/31/2000,"74,307,000","2,190,000","2,190,000",-,-,"2,190,000",-,-,-,"8,698,000",-,"8,698,000",-,-,-,-,"54,627,000","55,301,000",-,-,-,-,"55,301,000","674,000",-,-,-,-,-,-,-,"4,155,000",-,-,"4,637,000","67,420,000","46,701,000","38,409,000","38,409,000","8,292,000","909,000",-,-,-,-,-,-,-,-,-,-,-,"17,185,000","17,185,000",-,-,-,"2,625,000","6,887,000","6,039,000","1,771,000","7,000","1,764,000","6,178,000","1,285,000","2,913,000","-282,000",-,-,"848,000","23,224,000","7,000","6,032,000",-,"1,884,000","23,217,000","1,877,000","17,185,000","14,995,000","292,548","292,548",-,-
93,12/31/1999,"75,413,000","3,097,000","3,097,000",-,-,"3,097,000",-,-,-,"8,759,000",-,"8,759,000",-,-,-,-,"55,170,000","55,844,000",-,-,-,-,"55,844,000","674,000",-,-,-,-,-,-,-,"4,123,000",-,-,"4,264,000","68,619,000","46,668,000","38,227,000","38,227,000","8,441,000","1,281,000",-,-,-,-,-,-,-,-,-,-,-,"18,066,000","18,066,000",-,-,-,"2,604,000","6,794,000","5,946,000","1,771,000","7,000","1,764,000","6,006,000","1,276,000","2,823,000","-284,000",-,-,"848,000","24,012,000","7,000","5,939,000",-,"1,823,000","24,005,000","1,816,000","18,066,000","14,969,000","293,000","293,000",-,-
94,9/30/1999,"73,003,000","2,194,000","2,194,000",-,-,"2,194,000",-,-,-,"9,198,000",-,"9,198,000",-,-,-,-,"54,841,000","55,515,000",-,-,-,-,"55,515,000","674,000",-,-,-,-,-,-,-,"2,943,000",-,-,"3,827,000","66,284,000","45,146,000","36,486,000","36,486,000","8,660,000","472,000",-,-,-,-,-,-,-,-,-,-,-,"18,426,000","18,426,000",-,-,-,"2,240,000","6,719,000","5,871,000","7,000","7,000",-,"5,839,000",-,-,"-236,000",-,"261,000","848,000","24,297,000","7,000","5,864,000",-,"2,928,000","24,290,000","2,921,000","18,426,000","16,232,000","294,000","294,000",-,-
95,6/30/1999,"75,558,000","2,188,000","2,188,000",-,-,"2,188,000",-,-,-,"10,236,000",-,"10,236,000",-,-,-,-,"55,909,000","56,582,000",-,-,-,-,"56,582,000","673,000",-,-,-,-,-,-,-,"2,769,000",-,-,"4,456,000","68,955,000","47,685,000","38,597,000","38,597,000","9,088,000","320,000",-,-,-,-,-,-,-,-,-,-,-,"18,144,000","18,144,000",-,-,-,"2,806,000","6,603,000","5,755,000","7,000","7,000",-,"5,646,000",-,-,"-248,000",-,"350,000","848,000","23,899,000","7,000","5,748,000",-,"2,986,000","23,892,000","2,979,000","18,144,000","15,956,000","296,000","296,000",-,-
96,3/31/1999,"74,868,000","2,322,000","2,322,000",-,-,"2,322,000",-,-,-,"10,154,000",-,"10,154,000",-,-,-,-,"55,727,000","56,399,000",-,-,-,-,"56,399,000","672,000",-,-,-,-,-,-,-,"2,457,000",-,-,"4,208,000","68,089,000","45,799,000","36,729,000","36,729,000","9,070,000","245,000",-,-,-,-,-,-,-,-,-,-,-,"19,690,000","19,690,000",-,-,-,"2,355,000","6,779,000","5,931,000","7,000","7,000",-,"5,458,000",-,-,"-89,000",-,"555,000","848,000","25,621,000","7,000","5,924,000",-,"3,474,000","25,614,000","3,467,000","19,690,000","17,368,000","299,100","299,100",-,-
97,12/31/1998,"77,207,000","2,534,000","2,534,000",-,-,"2,534,000",-,-,-,"8,088,000",-,"8,088,000",-,-,-,-,"60,123,000","60,876,000",-,-,-,-,"60,876,000","753,000",-,-,-,-,-,-,-,"2,548,000",-,-,"3,914,000","70,316,000","47,496,000","37,553,000","37,553,000","9,943,000","390,000",-,-,-,-,-,-,-,-,-,-,-,"20,556,000","20,556,000",-,-,-,"1,874,000","6,891,000","6,043,000","7,000","7,000",-,"5,262,000",-,-,"-43,000",-,"817,000","848,000","26,599,000","7,000","6,036,000",-,"3,495,000","26,592,000","3,488,000","20,556,000","18,022,000","303,700","303,700",-,-
98,9/30/1998,"76,238,000","1,982,000","1,982,000",-,-,"1,982,000",-,-,-,"7,152,000",-,"7,152,000",-,-,-,-,"59,769,000","61,030,000",-,-,-,-,"61,030,000","816,000","-445,000",-,-,-,-,-,-,-,-,-,"7,335,000","69,597,000","46,875,000","37,739,000","37,739,000","9,136,000","1,812,000",-,-,-,-,-,-,-,-,-,-,-,"18,160,000","18,160,000",-,-,-,"2,750,000","6,641,000","5,793,000","7,000","7,000",-,"5,105,000",-,-,"17,000",-,"664,000","848,000","23,953,000","7,000","5,786,000",-,"5,793,000","23,946,000","5,786,000","18,160,000","16,178,000","300,885","300,885",-,-
99,6/30/1998,"75,873,000","2,094,000","2,094,000",-,-,"2,094,000",-,-,-,"9,091,000",-,"9,091,000",-,-,-,-,"58,333,000","59,192,000",-,-,-,-,"59,192,000","859,000",-,-,-,-,-,-,-,-,-,-,"6,355,000","69,392,000","47,096,000","37,124,000","37,124,000","9,972,000","2,555,000",-,-,-,-,-,-,-,-,-,-,-,"17,933,000","17,933,000",-,-,-,"1,808,000","6,481,000","5,633,000","7,000","7,000",-,"4,947,000",-,-,"-16,000",-,"695,000","848,000","23,566,000","7,000","5,626,000",-,"5,633,000","23,559,000","5,626,000","17,933,000","15,839,000","301,538","301,538",-,-
100,3/31/1998,"72,355,000","2,581,000","2,581,000",-,-,"2,581,000",-,-,-,"8,229,000",-,"8,229,000",-,-,-,-,"55,998,000","57,303,000",-,-,-,-,"57,303,000","912,000","-393,000",-,-,-,-,-,-,-,-,-,"5,547,000","66,218,000","46,068,000","35,951,000","35,951,000","10,117,000","773,000",-,-,-,-,-,-,-,-,-,-,-,"17,602,000","17,602,000",-,-,-,"1,775,000","6,137,000","5,487,000","7,000","7,000",-,"4,788,000",-,-,-,-,"692,000","650,000","23,089,000","7,000","5,480,000",-,"5,487,000","23,082,000","5,480,000","17,602,000","15,021,000","300,810","300,810",-,-
