,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash Equivalents,Cash And Due from Banks,Restricted Cash And Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,Bank Owned Life Insurance,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Other Receivables,Net PPE,Gross PPE,Land And Improvements,Buildings And Improvements,Machinery Furniture Equipment,Construction in Progress,Leases,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Payables And Accrued Expenses,Payables,Total Tax Payable,Income Tax Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Current Notes Payable,Other Current Borrowings,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Long Term Provisions,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
0,3/31/2023,"197,519,000","784,000","784,000",-,"784,000",-,-,-,-,"4,372,000","60,174,000","1,118,000","1,587,000","9,561,000","47,908,000",-,"116,039,000","117,419,000","1,211,000","60,565,000","7,367,000","48,276,000","1,000","1,380,000",-,"12,275,000","12,275,000","628,000",-,-,-,-,-,-,-,-,"2,837,000","2,752,000","85,000","410,000",-,"183,197,000","144,148,000","106,841,000","106,841,000","37,307,000","1,374,000",-,-,"4,861,000",-,-,-,"4,861,000",-,-,-,-,-,"32,814,000","32,814,000",-,-,-,-,-,"14,322,000","14,322,000","3,757,000","2,500,000","1,257,000","15,700,000","6,207,000","5,868,000","-5,474,000",-,-,"47,136,000","2,500,000","11,822,000",-,"11,485,000","44,636,000","8,985,000","32,814,000","32,030,000","1,256,702","935,229","79,000","321,473"
1,12/31/2022,"189,813,000","887,000","887,000",-,"887,000",-,-,-,-,"4,369,000","52,396,000","829,000","1,308,000","8,710,000","41,549,000",-,"115,084,000","116,421,000","963,000","59,647,000","7,577,000","48,234,000","14,000","1,337,000",-,"13,159,000","13,159,000","636,000","2,308,000","114,000","714,000","824,000","41,000","615,000",-,"-1,672,000","2,846,000","2,752,000","94,000","436,000",-,"176,359,000","142,595,000","101,761,000","101,761,000","40,834,000","4,077,000",-,-,"4,994,000",-,-,-,"4,994,000","5,386,000","5,386,000","5,386,000",-,-,"24,693,000","24,693,000","6,594,000","6,000",-,-,-,"13,454,000","13,454,000","3,757,000","2,500,000","1,257,000","15,616,000","6,286,000","5,910,000","-6,295,000",-,-,"38,147,000","2,500,000","10,954,000","6,000","10,608,000","35,647,000","8,108,000","24,693,000","23,806,000","1,256,702","933,325","63,700","323,378"
2,9/30/2022,"190,051,000","717,000","717,000",-,"717,000",-,-,-,-,"4,351,000","55,399,000","1,068,000","1,272,000","8,163,000","44,896,000",-,"112,218,000","113,362,000","1,048,000","56,971,000","7,830,000","47,513,000","6,000","1,144,000",-,"13,402,000","13,402,000","629,000",-,-,-,-,-,-,-,-,"2,858,000","2,752,000","106,000","467,000","10,000","176,761,000","144,855,000","97,875,000","97,875,000","46,980,000","4,224,000",-,-,"4,849,000",-,-,-,"4,849,000",-,-,-,-,-,"22,833,000","22,833,000",-,-,-,-,-,"13,290,000","13,290,000","3,757,000","2,500,000","1,257,000","15,450,000","6,257,000","5,917,000","-6,257,000",-,-,"36,123,000","2,500,000","10,790,000",-,"10,432,000","33,623,000","7,932,000","22,833,000","22,116,000","1,256,702","932,938","79,000","323,764"
3,6/30/2022,"187,008,000","678,000","678,000",-,"678,000",-,-,-,-,"4,343,000","54,857,000","809,000","969,000","8,186,000","44,893,000",-,"108,641,000","109,740,000","1,306,000","55,245,000","7,687,000","45,502,000","14,000","1,099,000",-,"14,485,000","14,485,000","638,000",-,-,-,-,-,-,-,-,"2,870,000","2,752,000","118,000","496,000","12,000","172,581,000","145,865,000","94,892,000","94,892,000","50,973,000","3,234,000",-,-,"4,056,000",-,-,-,"4,056,000",-,-,-,-,-,"19,426,000","19,426,000",-,-,-,-,-,"14,427,000","14,427,000","3,157,000","1,900,000","1,257,000","15,118,000","6,241,000","5,923,000","-4,166,000",-,-,"33,853,000","1,900,000","12,527,000",-,"11,557,000","31,953,000","9,657,000","19,426,000","18,748,000","1,256,702","932,643","55,000","324,060"
4,3/31/2022,"181,221,000","684,000","684,000",-,"684,000",-,-,-,-,"4,340,000","56,003,000","848,000","722,000","6,871,000","47,562,000","2,739,000","102,749,000","103,854,000","1,170,000","52,815,000","7,241,000","42,628,000","4,000","1,105,000",-,"13,460,000","13,460,000","647,000",-,-,-,-,-,-,-,-,"2,812,000","2,694,000","118,000","526,000",-,"165,913,000","148,663,000","98,239,000","98,239,000","50,424,000","599,000",-,-,"3,615,000",-,-,-,"3,615,000",-,-,-,-,"598,000","13,036,000","13,036,000",-,-,"166,000",-,-,"15,308,000","15,308,000","3,157,000","1,900,000","1,257,000","14,793,000","6,214,000","5,927,000","-2,929,000",-,-,"28,344,000","1,900,000","13,408,000",-,"12,496,000","26,444,000","10,596,000","13,036,000","12,352,000","1,256,702","932,398","55,000","324,304"
5,12/31/2021,"186,346,000","913,000","913,000",-,"913,000",-,-,-,-,"4,327,000","65,253,000","701,000","639,000","7,539,000","56,374,000",-,"99,451,000","100,512,000","2,729,000","50,525,000","6,795,000","40,463,000","18,000","1,061,000",-,"12,335,000","12,335,000","681,000","2,317,000","118,000","699,000","814,000","70,000","616,000",-,"-1,636,000","2,823,000","2,693,000","130,000","562,000","1,000","168,923,000","152,572,000","100,568,000","100,568,000","52,004,000","173,000",-,-,"3,548,000",-,-,-,"3,548,000","588,000","588,000","588,000",-,-,"12,630,000","12,630,000","604,000","8,000",-,-,-,"17,423,000","17,423,000","3,157,000","1,900,000","1,257,000","14,553,000","6,278,000","5,979,000","-586,000",-,-,"30,053,000","1,900,000","15,523,000","8,000","14,600,000","28,153,000","12,700,000","12,630,000","11,717,000","1,256,702","928,850","55,000","327,852"
6,9/30/2021,"187,035,000","763,000","763,000",-,"763,000",-,-,-,-,"4,312,000","70,134,000","902,000","607,000","8,423,000","60,202,000",-,"95,354,000","96,432,000","1,805,000","49,553,000","6,329,000","38,745,000","13,000","1,078,000",-,"12,380,000","12,380,000","678,000",-,-,-,-,-,-,-,-,"2,817,000","2,673,000","144,000","597,000",-,"169,525,000","151,931,000","98,706,000","98,706,000","53,225,000","228,000",-,-,"3,434,000",-,-,-,"3,434,000","767,000","767,000","767,000",-,-,"13,932,000","13,932,000",-,-,-,-,-,"17,510,000","17,510,000","3,157,000","1,900,000","1,257,000","14,133,000","6,141,000","5,876,000","-45,000",-,0,"31,442,000","1,900,000","15,610,000",-,"14,693,000","29,542,000","12,793,000","13,932,000","13,169,000","1,256,702","930,544","55,000","326,158"
7,6/30/2021,"181,115,000","792,000","792,000",-,"792,000",-,-,-,-,"4,304,000","62,759,000","851,000","635,000","6,175,000","55,098,000",-,"96,986,000","98,206,000","1,537,000","50,672,000","9,722,000","36,275,000","15,000","1,220,000",-,"12,027,000","12,027,000","785,000",-,-,-,-,-,-,-,-,"2,832,000","2,673,000","159,000","630,000",-,"163,174,000","146,072,000","96,792,000","96,792,000","49,280,000","211,000",-,-,"2,957,000",-,-,-,"2,957,000","723,000","723,000","723,000","723,000",-,"13,934,000","13,934,000",-,-,-,-,-,"17,941,000","17,941,000","3,157,000","1,900,000","1,257,000","13,689,000","6,232,000","5,287,000","150,000",-,0,"31,875,000","1,900,000","16,041,000",-,"15,109,000","29,975,000","13,209,000","13,934,000","13,142,000","1,256,702","960,276","55,000","296,426"
8,3/31/2021,"176,203,000","938,000","938,000",-,"938,000",-,-,-,-,"4,296,000","57,588,000","811,000","621,000","6,857,000","49,299,000",-,"97,680,000","99,118,000","2,296,000","52,486,000","10,054,000","34,282,000","13,000","1,438,000",-,"11,451,000","11,451,000","737,000",-,-,-,-,-,-,-,-,"2,846,000","2,673,000","173,000","667,000",-,"158,569,000","142,183,000","94,651,000","94,651,000","47,532,000","281,000",-,-,"2,862,000",-,-,-,"2,862,000","744,000","744,000","744,000","744,000",-,"13,243,000","13,243,000",-,-,-,-,-,"17,634,000","17,634,000","3,157,000","1,900,000","1,257,000","13,166,000","6,213,000","5,005,000","103,000",-,0,"30,877,000","1,900,000","15,734,000",-,"14,788,000","28,977,000","12,888,000","13,243,000","12,305,000","1,256,702","972,587","55,000","284,115"
9,12/31/2020,"170,336,000","1,091,000","1,091,000",-,"1,091,000",-,-,-,-,"4,286,000","52,701,000","735,000","621,000","7,595,000","43,750,000",-,"96,778,000","98,369,000","1,583,000","52,907,000","10,547,000","33,332,000","18,000","1,591,000",-,"11,176,000","11,176,000","753,000","2,394,000","126,000","750,000","843,000","44,000","631,000","28,000","-1,641,000","2,852,000","2,664,000","188,000","699,000",-,"152,355,000","135,282,000","92,083,000","92,083,000","43,199,000","220,000",-,-,"2,385,000",-,-,-,"2,385,000","759,000","759,000","759,000","759,000",-,"14,468,000","14,468,000","608,000","12,000",-,-,"21,000","17,981,000","17,981,000","3,157,000","1,900,000","1,257,000","12,751,000","6,281,000","4,946,000","738,000",-,0,"32,449,000","1,900,000","16,081,000","12,000","15,129,000","30,549,000","13,229,000","14,468,000","13,377,000","1,256,702","975,773","55,000","280,929"
10,9/30/2020,"170,540,000","956,000","956,000",-,"956,000",-,-,-,-,"4,274,000","50,780,000","733,000","620,000","8,384,000","41,043,000",-,"98,641,000","100,355,000","1,724,000","55,025,000","10,397,000","33,209,000","17,000","1,714,000",-,"11,518,000","11,518,000","765,000",-,-,-,-,-,-,-,-,"2,867,000","2,664,000","203,000","739,000",-,"152,818,000","136,746,000","93,171,000","93,171,000","43,575,000","213,000",-,-,"2,356,000",-,-,-,"2,356,000","818,000","818,000","818,000","818,000",-,"13,503,000","13,503,000",-,-,-,-,-,"17,722,000","17,722,000","3,157,000","1,900,000","1,257,000","12,375,000","6,263,000","4,940,000","867,000",-,0,"31,225,000","1,900,000","15,822,000",-,"14,855,000","29,325,000","12,955,000","13,503,000","12,547,000","1,256,702","976,205","55,000","280,497"
11,6/30/2020,"171,192,000","1,059,000","1,059,000",-,"1,059,000",-,-,-,-,"4,251,000","48,011,000","645,000","655,000","9,075,000","37,636,000",-,"101,940,000","103,642,000","2,007,000","58,297,000","10,023,000","33,315,000","9,000","1,702,000",-,"11,494,000","11,494,000","776,000",-,-,-,-,-,-,-,-,"2,882,000","2,664,000","218,000","779,000",-,"153,650,000","135,513,000","92,711,000","92,711,000","42,802,000","267,000",-,-,"2,420,000",-,-,-,"2,420,000","1,716,000","1,716,000","1,716,000","1,716,000",-,"15,450,000","15,450,000",-,-,-,-,-,"17,542,000","17,542,000","3,157,000","1,900,000","1,257,000","12,154,000","6,240,000","4,945,000","936,000",-,0,"32,992,000","1,900,000","15,642,000",-,"14,660,000","31,092,000","12,760,000","15,450,000","14,391,000","1,256,702","975,947","20,000","280,756"
12,3/31/2020,"156,197,000","865,000","865,000",-,"865,000",-,-,-,-,"4,243,000","35,992,000","795,000","679,000","9,638,000","24,880,000",-,"99,305,000","100,664,000","2,143,000","55,983,000","9,679,000","32,859,000","6,000","1,359,000",-,"11,281,000","11,281,000","791,000",-,-,-,-,-,-,-,-,"2,900,000","2,664,000","236,000","820,000",-,"138,786,000","115,304,000","86,011,000","86,011,000","29,293,000","2,444,000",-,-,"2,700,000",-,-,-,"2,700,000","4,606,000","4,606,000","4,606,000","4,606,000",-,"18,338,000","18,338,000",-,-,-,-,-,"17,411,000","17,411,000","3,157,000","1,900,000","1,257,000","12,174,000","6,222,000","4,956,000","814,000",-,0,"35,749,000","1,900,000","15,511,000",-,"14,511,000","33,849,000","12,611,000","18,338,000","17,473,000","1,256,702","975,319","20,000","281,383"
13,12/31/2019,"144,988,000","732,000","732,000",-,"732,000",-,-,-,-,"4,233,000","34,827,000","1,040,000","605,000","10,067,000","23,115,000",-,"90,392,000","91,292,000","1,334,000","48,295,000","9,317,000","32,346,000","45,000","900,000",-,"10,182,000","10,182,000","814,000","2,425,000","128,000","757,000","872,000","48,000","620,000","28,000","-1,611,000","2,917,000","2,664,000","253,000","891,000",-,"127,950,000","111,870,000","83,017,000","83,017,000","28,853,000","387,000","200,000","187,000","2,540,000",-,-,-,"2,540,000","705,000","705,000","705,000","705,000",-,"13,153,000","13,153,000","121,000","13,000",-,-,"26,000","17,038,000","17,038,000","3,157,000","1,900,000","1,257,000","12,469,000","6,295,000","4,909,000","26,000",-,0,"30,191,000","1,900,000","15,138,000","13,000","14,121,000","28,291,000","12,221,000","13,153,000","12,421,000","1,256,702","977,189","20,000","279,514"
14,9/30/2019,"146,691,000","636,000","636,000",-,"636,000",-,-,-,-,"4,216,000","37,802,000","963,000","620,000","10,490,000","25,729,000",-,"88,995,000","89,888,000","1,598,000","48,362,000","8,298,000","31,630,000","29,000","893,000",-,"10,351,000","10,351,000","815,000",-,-,-,-,-,-,-,-,"2,936,000","2,664,000","272,000","940,000",-,"129,575,000","111,649,000","82,766,000","82,766,000","28,883,000","182,000",-,-,"2,574,000",-,-,-,"2,574,000","700,000","700,000","700,000","700,000",-,"15,170,000","15,170,000",-,-,-,-,-,"17,116,000","17,116,000","3,157,000","1,900,000","1,257,000","12,209,000","6,287,000","4,696,000","159,000",-,0,"32,286,000","1,900,000","15,216,000",-,"14,180,000","30,386,000","12,280,000","15,170,000","14,534,000","1,257,202","988,538","20,000","268,664"
15,6/30/2019,"144,545,000","607,000","607,000",-,"607,000",-,-,-,-,"4,201,000","36,486,000","1,005,000","632,000","10,878,000","23,971,000",-,"88,259,000","89,149,000","1,790,000","48,544,000","7,449,000","31,366,000","22,000","890,000",-,"10,211,000","10,211,000","829,000",-,-,-,-,-,-,-,-,"2,962,000","2,664,000","298,000","990,000",-,"127,574,000","109,946,000","81,974,000","81,974,000","27,972,000","161,000",-,-,"2,435,000",-,-,-,"2,435,000","720,000","720,000","720,000","720,000",-,"15,032,000","15,032,000",-,-,-,-,-,"16,971,000","16,969,000","3,157,000","1,900,000","1,257,000","12,005,000","6,266,000","4,457,000","-2,000",-,"2,000","32,001,000","1,900,000","15,069,000",-,"14,007,000","30,101,000","12,107,000","15,032,000","14,425,000","1,256,702","1,003,114","20,000","253,588"
16,3/31/2019,"141,515,000","611,000","611,000",-,"611,000",-,-,-,-,"4,184,000","36,224,000","979,000","646,000","11,234,000","23,365,000",-,"85,682,000","86,565,000","894,000","46,474,000","6,972,000","32,225,000","33,000","883,000",-,"10,103,000","10,103,000","849,000",-,-,-,-,-,-,-,-,"2,816,000","2,516,000","300,000","1,046,000",-,"125,589,000","108,175,000","80,188,000","80,188,000","27,987,000","266,000",-,-,"2,301,000",-,-,-,"2,301,000","679,000","679,000","679,000","679,000",-,"14,847,000","14,847,000",-,-,-,-,-,"15,926,000","15,924,000","2,707,000","1,450,000","1,257,000","11,771,000","6,259,000","4,283,000","-530,000",-,"2,000","30,771,000","1,450,000","14,474,000",-,"13,108,000","29,321,000","11,658,000","14,847,000","14,236,000","1,256,702","1,013,186","20,000","243,517"
17,12/31/2018,"139,613,000","678,000","678,000",-,"678,000",-,-,-,-,"4,171,000","35,024,000","849,000","666,000","11,519,000","21,990,000",-,"85,290,000","86,173,000","1,227,000","45,753,000","6,587,000","32,606,000","25,000","883,000",-,"8,643,000","8,643,000","882,000","2,478,000","135,000","775,000","907,000","35,000","626,000","28,000","-1,596,000","2,832,000","2,516,000","316,000","1,100,000","993,000","124,017,000","107,309,000","78,017,000","78,017,000","29,292,000","319,000",0,"319,000","2,113,000",-,-,-,"2,113,000","544,000","544,000","544,000","544,000",-,"14,276,000","14,276,000","1,130,000","16,000",-,-,"83,000","15,596,000","15,595,000","2,707,000","1,450,000","1,257,000","11,556,000","6,331,000","4,181,000","-818,000",-,"1,000","29,871,000","1,450,000","14,145,000","16,000","12,763,000","28,421,000","11,313,000","14,276,000","13,598,000","1,256,702","1,019,503","20,000","237,199"
18,9/30/2018,"138,805,000","319,000","319,000",-,"319,000",-,-,-,-,"4,156,000","34,121,000","958,000","681,000","11,869,000","20,613,000",-,"85,529,000","86,416,000","1,618,000","45,023,000","6,460,000","33,315,000","17,000","887,000",-,"8,848,000","8,848,000","891,000",-,-,-,-,-,-,-,-,"2,854,000","2,516,000","338,000","1,157,000","930,000","123,595,000","105,780,000","75,750,000","75,750,000","30,030,000","1,285,000",-,-,"2,044,000",-,-,-,"2,044,000","637,000","637,000","637,000","637,000",-,"14,486,000","14,486,000",-,-,-,-,-,"15,210,000","15,208,000","2,707,000","1,450,000","1,257,000","11,262,000","6,315,000","3,910,000","-1,166,000",-,"2,000","29,694,000","1,450,000","13,758,000",-,"12,354,000","28,244,000","10,904,000","14,486,000","14,167,000","1,256,702","1,034,287","20,000","222,415"
19,6/30/2018,"137,792,000","784,000","784,000",-,"784,000",-,-,-,-,"4,147,000","33,832,000","833,000","709,000","12,277,000","20,013,000",-,"84,244,000","85,131,000","1,418,000","44,569,000","6,275,000","32,869,000","16,000","887,000",-,"8,891,000","8,891,000","892,000",-,-,-,-,-,-,-,-,"2,877,000","2,516,000","361,000","1,222,000","903,000","122,690,000","104,548,000","73,748,000","73,748,000","30,800,000","1,667,000",-,-,"1,983,000",-,-,-,"1,983,000","639,000","639,000","639,000","639,000",-,"14,492,000","14,492,000",-,-,-,-,-,"15,102,000","15,100,000","2,282,000","1,025,000","1,257,000","10,970,000","6,315,000","3,382,000","-1,085,000",-,"2,000","29,592,000","1,025,000","14,075,000",-,"12,223,000","28,567,000","11,198,000","14,492,000","13,708,000","1,256,702","1,058,944","20,000","197,758"
20,3/31/2018,"137,049,000","643,000","643,000",-,"643,000",-,-,-,-,"4,142,000","33,205,000","769,000","715,000","12,189,000","19,532,000",-,"84,277,000","85,158,000","1,667,000","44,313,000","6,117,000","33,061,000","11,000","881,000",-,"8,814,000","8,814,000","916,000",-,-,-,-,-,-,-,-,"2,925,000","2,538,000","387,000","1,289,000","838,000","122,103,000","104,751,000","73,150,000","73,150,000","31,601,000","616,000",-,-,"1,854,000",-,-,-,"1,854,000","1,133,000","1,133,000","1,133,000","1,133,000",-,"14,882,000","14,882,000",-,-,-,-,-,"14,946,000","14,944,000","2,282,000","1,025,000","1,257,000","10,624,000","6,289,000","3,260,000","-991,000",-,"2,000","29,826,000","1,025,000","13,919,000",-,"12,019,000","28,801,000","10,994,000","14,882,000","14,239,000","1,256,702","1,064,939","20,000","191,763"
21,12/31/2017,"137,698,000","671,000","671,000",-,"671,000",-,-,-,-,"4,132,000","35,978,000","836,000","726,000","11,830,000","22,586,000","669,000","81,809,000","82,686,000","1,107,000","41,859,000","6,161,000","33,559,000","15,000","877,000",-,"8,394,000","8,394,000","930,000","2,508,000","138,000","768,000","931,000","38,000","633,000","27,000","-1,578,000","2,954,000","2,538,000","416,000","1,340,000","821,000","122,673,000","105,235,000","71,570,000","71,570,000","33,665,000","377,000","3,000","374,000","1,803,000",-,-,-,"1,803,000","634,000","634,000","634,000","634,000","291,000","14,333,000","14,333,000","1,106,000","17,000",-,-,"88,000","15,025,000","15,023,000","2,282,000","1,025,000","1,257,000","10,194,000","6,335,000","3,150,000","-638,000",-,"2,000","29,356,000","1,025,000","13,998,000","17,000","12,069,000","28,965,000","11,044,000","14,967,000","14,296,000","1,256,702","1,069,084","20,000","187,618"
22,9/30/2017,"136,733,000","562,000","562,000",-,"562,000",-,-,-,-,"4,113,000","34,792,000","783,000","728,000","10,276,000","23,005,000","622,000","82,237,000","83,117,000","1,341,000","41,147,000","6,032,000","34,597,000","7,000","880,000",-,"8,460,000","8,460,000","916,000",-,-,-,-,-,-,-,-,"2,899,000","2,487,000","412,000","1,396,000","736,000","121,483,000","103,446,000","71,339,000","71,339,000","32,107,000","372,000",-,-,"1,717,000",-,-,-,"1,717,000","616,000","616,000","616,000","616,000","232,000","15,716,000","15,716,000",-,-,-,-,-,"15,250,000","15,249,000","2,282,000","1,025,000","1,257,000","10,125,000","6,310,000","2,962,000","-506,000",-,"1,000","30,965,000","1,025,000","14,224,000",-,"12,350,000","29,940,000","11,325,000","15,716,000","15,154,000","1,256,702","1,079,039","20,000","177,663"
23,6/30/2017,"135,824,000","601,000","601,000",-,"601,000",-,-,-,-,"4,100,000","32,997,000","1,081,000","732,000","10,638,000","20,546,000","636,000","82,639,000","83,509,000","1,743,000","40,914,000","5,949,000","34,903,000","15,000","870,000",-,"8,884,000","8,884,000","919,000",-,-,-,-,-,-,-,-,"2,899,000","2,464,000","435,000","1,458,000","691,000","120,569,000","102,821,000","71,289,000","71,289,000","31,532,000","1,780,000",-,-,"1,475,000",-,-,-,"1,475,000","924,000","924,000","924,000","924,000","308,000","14,185,000","14,185,000",-,-,-,-,-,"15,255,000","15,253,000","2,282,000","1,025,000","1,257,000","9,878,000","6,310,000","2,711,000","-506,000",-,"2,000","29,438,000","1,025,000","14,228,000",-,"12,354,000","28,413,000","11,329,000","14,185,000","13,584,000","1,256,702","1,092,739","20,000","163,963"
24,3/31/2017,"134,476,000","549,000","549,000",-,"549,000",-,-,-,-,"4,087,000","32,752,000","921,000","689,000","10,186,000","20,956,000","578,000","81,974,000","82,844,000","1,384,000","40,112,000","5,770,000","35,578,000","4,000","870,000",-,"8,729,000","8,729,000","935,000",-,-,-,-,-,-,-,-,"2,789,000","2,427,000","362,000","1,520,000","563,000","119,498,000","103,982,000","71,954,000","71,954,000","32,028,000","442,000",-,-,"1,552,000",-,-,-,"1,552,000","943,000","943,000","943,000","943,000","255,000","13,267,000","13,267,000",-,-,-,-,-,"14,978,000","14,976,000","2,282,000","1,025,000","1,257,000","9,584,000","6,287,000","2,623,000","-554,000",-,"2,000","28,243,000","1,025,000","13,951,000",-,"12,187,000","27,218,000","11,162,000","13,267,000","12,718,000","1,256,702","1,097,479","20,000","159,223"
25,12/31/2016,"136,453,000","677,000","677,000",-,"677,000",-,-,-,-,"4,068,000","34,824,000","867,000","738,000","10,232,000","22,987,000","803,000","81,599,000","82,457,000","1,104,000","39,768,000","5,908,000","35,677,000","18,000","858,000",-,"8,549,000","8,549,000","978,000",-,-,-,-,-,-,-,-,"2,830,000","2,446,000","384,000","1,585,000","540,000","121,213,000","104,087,000","71,262,000","71,262,000","32,825,000","1,502,000","1,005,000","497,000","1,796,000",-,-,-,"1,796,000","808,000","808,000","808,000","808,000","636,000","13,192,000","13,192,000","126,000","20,000",-,-,"100,000","15,240,000","15,240,000","2,922,000","1,665,000","1,257,000","9,378,000","6,385,000","2,904,000","-541,000",-,0,"28,432,000","1,665,000","13,575,000","20,000","12,410,000","26,767,000","10,745,000","13,192,000","12,515,000","1,256,702","1,079,314","36,900","177,388"
26,9/30/2016,"135,805,000","749,000","749,000",-,"749,000",-,-,-,-,"4,035,000","34,424,000","926,000","747,000","8,995,000","23,756,000","1,304,000","81,017,000","81,882,000","1,137,000","39,433,000","5,878,000","35,434,000","6,000","865,000",-,"8,263,000","8,263,000","1,023,000",-,-,-,-,-,-,-,-,"2,906,000","2,480,000","426,000","1,654,000","430,000","120,807,000","104,185,000","72,161,000","72,161,000","32,024,000","602,000",-,-,"1,739,000",-,-,-,"1,739,000","809,000","809,000","809,000","809,000","850,000","12,622,000","12,622,000",-,-,-,-,-,"14,998,000","14,996,000","2,422,000","1,165,000","1,257,000","9,260,000","6,359,000","2,863,000","-182,000",-,"2,000","27,618,000","1,165,000","13,831,000",-,"12,090,000","27,262,000","10,925,000","13,431,000","12,682,000","1,256,705","1,082,055",-,"174,650"
27,6/30/2016,"101,150,000","496,000","496,000",-,"496,000",-,-,-,-,"3,568,000","27,525,000","965,000","577,000","4,832,000","21,151,000","1,234,000","57,698,000","58,552,000","442,000","33,376,000","2,924,000","21,810,000","11,000","854,000",-,"6,661,000","6,661,000","742,000",-,-,-,-,-,-,-,-,"1,110,000","1,060,000","50,000","1,717,000","399,000","89,832,000","75,325,000","49,198,000","49,198,000","26,127,000","360,000",-,-,"1,326,000",-,-,-,"1,326,000","687,000","687,000","687,000","687,000","746,000","12,075,000","12,075,000",-,-,-,-,-,"11,318,000","11,313,000","1,307,000","290,000","1,017,000","9,166,000","3,835,000","2,881,000","-114,000",-,"5,000","23,388,000","290,000","11,023,000",-,"10,203,000","23,098,000","9,913,000","12,075,000","11,579,000","1,016,970","842,703","2,900","174,267"
28,3/31/2016,"98,402,000","474,000","474,000",-,"474,000",-,-,-,-,"3,557,000","26,151,000","765,000","643,000","5,003,000","19,740,000","1,065,000","56,362,000","57,188,000","684,000","31,976,000","2,940,000","21,588,000","2,000","826,000",-,"6,783,000","6,783,000","750,000",-,-,-,-,-,-,-,-,"1,117,000","1,060,000","57,000","1,781,000","362,000","87,331,000","73,382,000","47,685,000","47,685,000","25,697,000","374,000",-,-,"1,410,000",-,-,-,"1,410,000","615,000","615,000","615,000","615,000","790,000","11,375,000","11,375,000",-,-,-,-,-,"11,071,000","11,066,000","1,307,000","290,000","1,017,000","9,042,000","3,818,000","2,888,000","-213,000",-,"5,000","22,441,000","290,000","10,776,000",-,"9,949,000","22,151,000","9,659,000","11,375,000","10,901,000","1,016,970","842,290","2,900","174,680"
29,12/31/2015,"95,133,000","607,000","607,000",-,"607,000",-,-,-,-,"3,541,000","23,265,000","788,000","655,000","4,897,000","16,925,000","619,000","55,699,000","56,495,000","639,000","31,240,000","3,027,000","21,589,000","6,000","796,000",-,"7,312,000","7,312,000","779,000",-,-,-,-,-,-,-,-,"1,125,000","1,060,000","65,000","1,846,000","340,000","84,374,000","71,046,000","44,949,000","44,949,000","26,097,000","372,000","20,000","352,000","1,605,000",-,-,-,"1,605,000","533,000","533,000","533,000","533,000","632,000","10,719,000","10,719,000","166,000",-,-,0,"100,000","10,759,000","10,746,000","1,307,000","290,000","1,017,000","8,922,000","3,922,000","3,000,000","-405,000",-,"13,000","21,465,000","290,000","10,456,000",-,"9,621,000","21,175,000","9,331,000","10,719,000","10,112,000","1,016,970","835,751","2,900","181,219"
30,9/30/2015,"95,422,000","470,000","470,000",-,"470,000",-,-,-,-,"3,516,000","22,778,000","811,000","691,000","4,936,000","16,340,000","793,000","56,282,000","57,072,000","916,000","31,095,000","3,040,000","22,021,000","9,000","790,000",-,"7,277,000","7,277,000","771,000",-,-,-,-,-,-,-,-,"1,134,000","1,060,000","74,000","2,086,000","315,000","84,705,000","71,073,000","45,088,000","45,088,000","25,985,000","407,000",-,-,"1,562,000",-,-,-,"1,562,000","677,000","677,000","677,000","677,000","676,000","10,987,000","10,987,000",-,-,-,0,-,"10,717,000","10,705,000","1,307,000","290,000","1,017,000","8,764,000","3,914,000","3,008,000","-272,000",-,"12,000","21,692,000","290,000","10,415,000",-,"9,571,000","21,402,000","9,281,000","10,987,000","10,517,000","1,016,970","835,285","2,900","181,685"
