,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Restricted Cash And Investments,Restricted Cash & Cash Equivalents,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Security Agree to be Resold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Gross PPE,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Financial Instruments Sold Under Agreements To Repurchase,Securities Loaned,Payables And Accrued Expenses,Payables,Accounts Payable,Total Tax Payable,Income Tax Payable,Other Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Capital Lease Obligation,Preferred Securities Outside Stock Equity,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
64,2/28/2007,"1,182,061,000","244,413,000","52,375,000",-,-,"52,375,000",-,-,-,-,"192,038,000","192,038,000",-,-,"90,320,000","767,531,000",-,"767,531,000",-,-,-,-,"22,429,000","23,219,000",-,-,-,-,"23,219,000","790,000","25,513,000",-,-,-,"4,313,000",-,-,-,"4,262,000",-,-,"23,280,000","1,144,107,000","37,313,000","37,313,000","37,313,000",-,"288,672,000",-,-,"146,473,000","146,473,000",-,-,-,-,-,"436,159,000","436,159,000",-,"436,159,000",-,-,"211,427,000","211,427,000",-,-,"24,063,000","37,954,000","37,954,000","1,112,000","1,100,000","12,000","43,975,000","2,084,000","9,090,000","-127,000",-,-,-,-,"249,381,000","1,100,000","36,854,000",-,"33,692,000","684,440,000","32,592,000","647,586,000","595,211,000","1,061,644","1,061,644",-,-
65,11/30/2006,"1,120,645,000","225,037,000","50,171,000","20,606,000",-,"29,565,000",-,-,-,-,"174,866,000","174,866,000","174,866,000","299,631,000","82,931,000","325,410,000","3,031,000","322,379,000",-,-,-,"55,443,000","24,173,000","25,004,000",-,-,"25,004,000",-,"25,004,000","831,000","100,264,000","92,631,000",-,"7,633,000","4,086,000","7,731,000",-,"-3,645,000","3,350,000","2,792,000","558,000","83,251,000","1,085,281,000","28,343,000","28,343,000","28,343,000","14,872,000","393,194,000","393,194,000","150,257,000","147,288,000","147,288,000","147,288,000",-,-,-,-,"29,092,000","29,092,000","22,433,000","6,659,000",-,"57,491,000","144,978,000","144,978,000",-,"66,000","134,572,000","35,364,000","35,364,000","1,112,000","1,100,000","12,000","41,422,000","2,213,000","9,348,000","-35,000",-,-,-,-,"180,342,000","1,100,000","34,264,000",-,"32,014,000","208,334,000","30,914,000","174,070,000","123,899,000","1,048,877","1,048,877",-,-
66,8/31/2006,"1,028,872,000","234,079,000","62,532,000",-,-,"62,532,000",-,-,-,-,"171,547,000","171,547,000",-,-,"59,474,000","393,842,000",-,"393,842,000",-,-,-,-,"23,261,000","24,072,000",-,-,-,-,"24,072,000","811,000","13,403,000",-,-,-,"3,409,000",-,-,-,"2,943,000",-,-,"298,461,000","994,700,000","25,175,000","25,175,000","25,175,000",-,"246,952,000",-,-,"154,314,000","154,314,000",-,-,-,-,-,"376,145,000","376,145,000",-,"376,145,000",-,-,"171,306,000","171,306,000",-,-,"20,808,000","34,172,000","34,172,000","1,112,000","1,100,000","12,000","39,519,000","1,971,000","8,462,000","32,000",-,-,-,-,"205,478,000","1,100,000","33,072,000",-,"31,229,000","580,523,000","30,129,000","547,451,000","484,919,000","1,058,665","1,058,665",-,-
67,5/31/2006,"1,027,043,000","205,082,000","14,793,000",-,-,"14,793,000",-,-,-,-,"190,289,000","190,289,000",-,-,"67,878,000","356,783,000",-,"356,783,000",-,-,-,-,"21,965,000","22,741,000",-,-,-,-,"22,741,000","776,000","16,113,000",-,-,-,"2,809,000",-,-,-,"2,932,000",-,-,"353,481,000","994,788,000","22,560,000","22,560,000","22,560,000",-,"159,822,000",-,-,"143,419,000","143,419,000",-,-,-,-,-,"34,028,000","34,028,000",-,"34,028,000",-,-,"128,051,000","128,051,000",-,-,"506,908,000","32,255,000","32,255,000","12,000",-,"12,000","38,125,000","1,670,000","7,572,000","20,000",-,-,-,-,"160,306,000",-,"32,255,000",-,"29,323,000","194,334,000","29,323,000","162,079,000","147,286,000","1,071,786","1,071,786",-,-
68,2/28/2006,"959,613,000","201,669,000","25,409,000",-,-,"25,409,000",-,-,-,-,"176,260,000","176,260,000",-,-,"63,799,000","322,129,000",-,"322,129,000",-,-,-,-,"20,726,000","21,511,000",-,-,-,-,"21,511,000","785,000","73,779,000",-,-,-,"5,754,000",-,-,-,"2,873,000",-,-,"268,884,000","929,490,000","23,331,000","23,331,000","23,331,000",-,"149,561,000",-,-,"125,074,000","125,074,000",-,-,-,-,-,"29,409,000","29,409,000",-,"29,409,000",-,-,"121,395,000","121,395,000",-,-,"480,720,000","30,123,000","30,123,000","12,000",-,"12,000","36,456,000","1,409,000","7,624,000","-130,000",-,-,-,-,"151,518,000",-,"30,123,000",-,"27,250,000","180,927,000","27,250,000","150,804,000","125,395,000","1,070,408","1,070,408",-,-
69,11/30/2005,"898,523,000","203,744,000","29,414,000",-,-,"29,414,000",-,-,-,-,"174,330,000","174,330,000",-,-,"50,979,000","300,745,000",-,"300,745,000",-,-,-,-,"22,916,000","23,754,000",-,-,-,-,"23,754,000","838,000","62,146,000",-,-,-,"5,878,000",-,-,-,"2,500,000",-,-,"249,615,000","869,341,000","18,663,000","18,663,000","18,663,000",-,"147,000,000",-,-,"137,208,000","137,208,000",-,-,-,-,-,"31,120,000","31,120,000",-,"31,120,000",-,-,"110,465,000","110,465,000",-,-,"424,885,000","29,182,000","29,182,000","12,000",-,"12,000","35,185,000","2,389,000","8,214,000","-190,000",-,-,-,-,"139,647,000",-,"29,182,000",-,"26,682,000","170,767,000","26,682,000","141,585,000","112,171,000","1,057,678","1,057,678",-,-
70,8/31/2005,"837,391,000","171,323,000","27,681,000",-,-,"27,681,000",-,-,-,-,"143,642,000","143,642,000",-,-,"52,626,000","560,713,000",-,"560,713,000",-,-,-,-,"21,042,000","21,870,000",-,-,-,-,"21,870,000","828,000","12,511,000",-,-,-,"2,727,000",-,-,-,"2,531,000",-,-,"13,918,000","809,165,000","19,822,000","19,822,000","19,822,000",-,"508,628,000",-,-,"122,675,000","122,675,000",-,-,-,-,-,"37,829,000","37,829,000",-,"37,829,000",-,-,"102,351,000","102,351,000",-,-,"17,860,000","28,226,000","28,226,000","12,000",-,"12,000","33,011,000","2,215,000","6,887,000","-125,000",-,-,-,-,"130,577,000",-,"28,226,000",-,"25,695,000","168,406,000","25,695,000","140,180,000","112,499,000","1,082,727","1,082,727",-,-
71,5/31/2005,"818,711,000","170,665,000","25,086,000",-,-,"25,086,000",-,-,-,-,"145,579,000","145,579,000",-,-,"43,030,000","554,276,000",-,"554,276,000",-,-,-,-,"19,741,000","20,581,000",-,-,-,-,"20,581,000","840,000","12,445,000",-,-,-,"2,697,000",-,-,-,"2,528,000",-,-,"13,329,000","790,381,000","16,253,000","16,253,000","16,253,000",-,"482,414,000",-,-,"134,280,000","134,280,000",-,-,-,-,-,"40,057,000","40,057,000",-,"40,057,000",-,-,"102,303,000","102,303,000",-,-,"15,074,000","28,330,000","28,330,000","12,000",-,"12,000","33,160,000","1,994,000","6,685,000","-151,000",-,-,-,-,"130,633,000",-,"28,330,000",-,"25,802,000","170,690,000","25,802,000","142,360,000","117,274,000","1,086,653","1,086,653",-,-
72,2/28/2005,"802,210,000","177,530,000","34,068,000",-,-,"34,068,000",-,-,-,-,"143,462,000","143,462,000",-,-,"58,606,000","514,426,000",-,"514,426,000",-,-,-,-,"18,785,000","19,639,000",-,-,-,-,"19,639,000","854,000","14,701,000",-,-,-,"2,663,000",-,-,-,"2,563,000",-,-,"12,936,000","773,715,000","13,950,000","13,950,000","13,950,000",-,"486,275,000",-,-,"124,951,000","124,951,000",-,-,-,-,-,"30,792,000","30,792,000",-,"30,792,000",-,-,"104,350,000","104,350,000",-,-,"13,397,000","28,495,000","28,495,000","12,000",-,"12,000","32,527,000","1,800,000","5,790,000","-54,000",-,-,-,-,"132,845,000",-,"28,495,000",-,"25,932,000","163,637,000","25,932,000","135,142,000","101,074,000","1,103,263","1,103,263",-,-
73,11/30/2004,"775,410,000","155,852,000","32,811,000",-,-,"32,811,000",-,-,-,-,"123,041,000","123,041,000",-,-,"57,841,000","505,731,000",-,"505,731,000",-,-,-,-,"20,226,000","21,169,000",-,-,-,-,"21,169,000","943,000","18,508,000",-,-,-,"2,605,000",-,-,-,"2,199,000",-,-,"12,448,000","747,204,000","13,777,000","13,777,000","13,777,000",-,"447,234,000",-,-,"140,888,000","140,888,000",-,-,-,-,-,"36,303,000","36,303,000",-,"36,303,000",-,-,"95,286,000","95,286,000",-,-,"13,716,000","28,206,000","28,206,000","12,000",-,"12,000","31,426,000","3,696,000","6,614,000","-314,000",-,-,-,-,"123,492,000",-,"28,206,000",-,"26,007,000","159,795,000","26,007,000","131,589,000","98,778,000","1,087,087","1,087,087",-,-
74,8/31/2004,"745,033,000","184,654,000","46,243,000",-,-,"46,243,000",-,"45,595,000",-,-,"92,816,000","92,816,000",-,-,"40,081,000","472,434,000",-,"472,434,000",-,-,-,-,"18,738,000","19,692,000",-,-,-,-,"19,692,000","954,000","11,448,000",-,-,-,"2,530,000",-,-,-,"2,191,000",-,-,"12,957,000","717,613,000","12,392,000","12,392,000","12,392,000",-,"221,878,000",-,-,"129,277,000","129,277,000",-,-,-,-,-,"30,417,000","30,417,000",-,"30,417,000",-,-,"86,003,000","86,003,000",-,-,"237,646,000","27,420,000","27,420,000","12,000",-,"12,000","30,500,000","3,865,000","6,155,000","-802,000",-,-,-,-,"113,423,000",-,"27,420,000",-,"25,229,000","143,840,000","25,229,000","116,420,000","70,177,000","1,096,707","1,096,707",-,-
75,5/31/2004,"729,501,000","169,894,000","32,070,000",-,-,"32,070,000",-,"41,782,000",-,-,"96,042,000","96,042,000",-,-,"45,931,000","462,454,000",-,"462,454,000",-,-,-,-,"17,489,000","18,445,000",-,-,-,-,"18,445,000","956,000","16,593,000",-,-,-,"6,610,000",-,-,-,"1,531,000",-,-,"8,999,000","702,499,000","11,294,000","11,294,000","11,294,000",-,"211,688,000",-,-,"127,625,000","127,625,000",-,-,-,-,-,"34,769,000","34,769,000",-,"34,769,000",-,-,"79,746,000","79,746,000",-,-,"237,377,000","27,002,000","27,002,000","12,000",-,"12,000","29,938,000","3,972,000","6,104,000","-816,000",-,-,-,-,"106,748,000",-,"27,002,000",-,"25,471,000","141,517,000","25,471,000","114,515,000","82,445,000","1,098,127","1,098,127",-,-
76,2/29/2004,"656,898,000","110,315,000","33,560,000",-,-,"33,560,000",-,-,-,-,"76,755,000","76,755,000",-,-,"42,342,000","453,256,000",-,"453,256,000",-,-,-,-,"15,850,000","16,854,000",-,-,-,-,"16,854,000","1,004,000","17,732,000",-,-,-,"2,436,000",-,-,-,"1,539,000",-,-,"13,428,000","630,834,000","12,118,000","12,118,000","12,118,000",-,"156,329,000",-,-,"106,737,000","106,737,000",-,-,-,-,-,"27,204,000","27,204,000",-,"27,204,000",-,-,"78,927,000","78,927,000",-,-,"249,519,000","26,064,000","26,064,000","12,000",-,"12,000","28,990,000","4,090,000","6,124,000","-904,000",-,-,-,-,"104,991,000",-,"26,064,000",-,"24,525,000","132,195,000","24,525,000","106,131,000","72,571,000","1,097,652","1,097,652",-,-
77,11/30/2003,"602,843,000","53,825,000","29,692,000",-,-,"29,692,000",-,-,-,-,"24,133,000","24,133,000",-,-,"37,321,000","465,315,000",-,"465,315,000",-,-,-,-,"19,382,000","20,384,000",-,-,-,-,"20,384,000","1,002,000","9,912,000",-,-,-,"2,433,000",-,-,-,"1,514,000",-,-,"13,141,000","575,166,000","12,839,000","12,839,000","12,839,000",-,"164,690,000",-,-,"104,638,000","104,638,000",-,-,-,-,-,"28,386,000","28,386,000",-,"28,386,000",-,-,"65,600,000","65,600,000",-,-,"199,013,000","27,677,000","24,867,000","12,000",-,"12,000","28,038,000","4,028,000","6,766,000","-445,000",-,-,-,"2,810,000","90,467,000",-,"24,867,000",-,"23,353,000","118,853,000","23,353,000","93,986,000","64,294,000","1,084,696","1,084,696",-,-
78,8/31/2003,"580,632,000","51,494,000","24,272,000",-,-,"24,272,000",-,-,-,-,"27,222,000","27,222,000",-,-,"34,391,000","416,058,000",-,"416,058,000",-,-,-,-,"18,449,000","19,437,000",-,-,-,-,"19,437,000","988,000","10,263,000",-,-,-,"2,354,000",-,-,-,"1,466,000",-,-,"46,157,000","554,115,000","13,312,000","13,312,000","13,312,000",-,"309,434,000",-,-,"103,265,000","103,265,000",-,-,-,-,-,"28,782,000","28,782,000",-,"28,782,000",-,-,"63,295,000","63,295,000",-,-,"36,027,000","26,517,000","23,707,000","12,000",-,"12,000","27,270,000","3,288,000","6,616,000","-247,000",-,-,-,"2,810,000","87,002,000",-,"23,707,000",-,"22,241,000","115,784,000","22,241,000","92,077,000","67,805,000","1,088,108","1,088,108",-,-
79,5/31/2003,"586,881,000","53,355,000","28,058,000",-,-,"28,058,000",-,-,-,-,"25,297,000","25,297,000",-,-,"30,779,000","419,806,000",-,"419,806,000",-,-,-,-,"18,620,000","19,595,000",-,-,-,-,"19,595,000","975,000","12,085,000",-,-,-,"2,337,000",-,-,-,"1,476,000",-,-,"48,423,000","561,540,000","13,761,000","13,761,000","13,761,000",-,"310,437,000",-,-,"100,506,000","100,506,000",-,-,-,-,-,"40,482,000","40,482,000",-,"40,482,000",-,-,"65,425,000","65,425,000",-,-,"30,929,000","25,341,000","22,631,000","12,000",-,"12,000","26,251,000","3,346,000","6,699,000","-279,000",-,-,-,"2,710,000","88,056,000",-,"22,631,000",-,"21,155,000","128,538,000","21,155,000","105,907,000","77,849,000","1,086,735","1,086,735",-,-
80,2/28/2003,"559,436,000","66,376,000","29,309,000",-,-,"29,309,000",-,-,-,-,"37,067,000","37,067,000",-,-,"30,039,000","373,351,000",-,"373,351,000",-,-,-,-,"21,150,000","22,100,000",-,-,-,-,"22,100,000","950,000","10,643,000",-,-,-,"2,317,000",-,-,-,"1,460,000",-,-,"54,100,000","534,961,000","14,127,000","14,127,000","14,127,000",-,"289,963,000",-,-,"99,045,000","99,045,000",-,-,-,-,-,"45,541,000","45,541,000",-,"45,541,000",-,-,"60,469,000","60,469,000",-,-,"25,816,000","24,475,000","22,465,000","12,000",-,"12,000","25,901,000","3,440,000","6,609,000","-279,000",-,-,-,"2,010,000","82,934,000",-,"22,465,000",-,"21,005,000","128,475,000","21,005,000","106,010,000","76,701,000","1,089,746","1,089,746",-,-
81,11/30/2002,"529,499,000","61,686,000","29,212,000",-,-,"29,212,000",-,-,-,-,"32,474,000","32,474,000",-,-,"22,262,000","398,839,000",-,"398,839,000",-,-,-,-,"23,404,000","24,332,000",-,-,-,-,"24,332,000","928,000","7,142,000",-,-,-,"2,270,000",-,-,-,"1,449,000",-,-,"12,447,000","506,404,000","13,757,000","13,757,000","13,757,000",-,"265,984,000",-,-,"96,202,000","96,202,000",-,-,-,-,-,"50,789,000","50,789,000",-,"50,789,000",-,-,"55,161,000","55,161,000",-,-,"24,511,000","23,095,000","21,885,000","12,000",-,"12,000","25,250,000","3,678,000","7,176,000","121,000",-,-,-,"1,210,000","77,046,000",-,"21,885,000",-,"20,436,000","127,835,000","20,436,000","105,950,000","76,738,000","1,081,417","1,081,417",-,-
82,8/31/2002,"516,772,000","126,944,000","27,965,000",-,-,"27,965,000",-,"40,302,000",-,-,"58,677,000","58,677,000",-,-,"18,626,000","322,729,000",-,"322,729,000",-,-,-,-,"21,898,000","22,825,000",-,-,-,-,"22,825,000","927,000","11,117,000",-,-,-,"2,323,000",-,-,-,"1,447,000",-,-,"11,688,000","494,146,000","13,711,000","13,711,000","13,711,000",-,"216,447,000",-,-,"100,954,000","100,954,000",-,-,-,-,-,"38,773,000","38,773,000",-,"38,773,000",-,-,"55,127,000","55,127,000",-,-,"69,134,000","22,626,000","21,416,000","12,000",-,"12,000","24,768,000","3,672,000","6,782,000","-254,000",-,-,-,"1,210,000","76,543,000",-,"21,416,000",-,"19,969,000","115,316,000","19,969,000","93,900,000","65,935,000","1,093,052","1,093,052",-,-
83,5/31/2002,"553,924,000","112,114,000","22,212,000",-,-,"22,212,000",-,"46,127,000",-,-,"43,775,000","43,775,000",-,-,"20,747,000","236,428,000",-,"236,428,000",-,-,-,-,"20,422,000","21,321,000",-,-,-,-,"21,321,000","899,000","10,106,000",-,-,-,"2,675,000",-,-,-,"1,441,000",-,-,"149,991,000","531,438,000","13,337,000","13,337,000","13,337,000",-,"246,315,000",-,-,"109,724,000","109,724,000",-,-,-,-,-,"43,028,000","43,028,000",-,"43,028,000",-,-,"55,445,000","55,445,000",-,-,"63,589,000","22,486,000","21,276,000","12,000",-,"12,000","24,408,000","3,670,000","6,573,000","-241,000",-,-,-,"1,210,000","76,721,000",-,"21,276,000",-,"19,835,000","119,749,000","19,835,000","98,473,000","76,261,000","1,097,110","1,097,110",-,-
84,2/28/2002,"491,651,000","176,017,000","25,475,000",-,-,"25,475,000",-,"48,823,000",-,-,"101,719,000","101,719,000",-,-,"18,119,000","251,349,000",-,"251,349,000",-,-,-,-,"20,753,000","21,626,000",-,-,-,-,"21,626,000","873,000","9,013,000",-,-,-,"7,498,000",-,-,-,"1,433,000",-,-,"7,469,000","469,549,000","12,540,000","12,540,000","12,540,000",-,"208,719,000",-,-,"102,483,000","102,483,000",-,-,-,-,-,"40,258,000","40,258,000",-,"40,258,000",-,-,"47,198,000","47,198,000",-,-,"58,351,000","22,102,000","20,892,000","12,000",-,"12,000","23,865,000","3,675,000","6,368,000","-292,000",-,-,-,"1,210,000","68,090,000",-,"20,892,000",-,"19,459,000","108,348,000","19,459,000","87,456,000","61,981,000","1,101,194","1,101,194",-,-
85,11/30/2001,"482,628,000","52,292,000","26,596,000",-,-,"26,596,000",-,-,-,-,"25,696,000","25,696,000",-,-,"22,188,000","360,017,000",-,"360,017,000",-,-,-,-,"20,108,000","20,955,000",-,-,-,-,"20,955,000","847,000","11,745,000",-,-,-,"2,579,000",-,-,-,-,-,-,"13,699,000","460,702,000","12,276,000","12,276,000","12,276,000",-,"202,305,000",-,-,"100,811,000","100,811,000",-,-,-,-,-,"32,842,000","32,842,000",-,"32,842,000",-,-,"49,668,000","49,668,000",-,-,"62,800,000","21,926,000","20,716,000","357,000","345,000","12,000","23,270,000","3,745,000","6,935,000","279,000",-,-,-,"1,210,000","70,384,000","345,000","20,371,000",-,"20,716,000","102,881,000","20,371,000","82,510,000","55,914,000","1,093,007","1,093,007",-,-
86,8/31/2001,"505,782,000","69,539,000","24,166,000",-,-,"24,166,000",-,-,-,-,"45,373,000","45,373,000",-,-,"21,471,000","369,703,000",-,"369,703,000",-,-,-,-,"20,199,000","20,991,000",-,-,-,-,"20,991,000","792,000","8,395,000",-,-,-,"3,026,000",-,-,-,-,-,-,"13,449,000","484,583,000","12,896,000","12,896,000","12,896,000",-,"276,481,000",-,-,"105,077,000","105,077,000",-,-,-,-,-,"26,888,000","26,888,000",-,"26,888,000",-,-,"49,990,000","49,990,000",-,-,"13,251,000","21,199,000","19,989,000","357,000","345,000","12,000","22,657,000","3,553,000","6,307,000","-271,000",-,-,-,"1,210,000","69,979,000","345,000","19,644,000",-,"19,989,000","96,522,000","19,644,000","76,878,000","52,712,000","1,106,317","1,106,317",-,-
87,5/31/2001,"497,381,000","71,641,000","27,096,000",-,-,"27,096,000",-,-,-,-,"44,545,000","44,545,000",-,-,"22,298,000","355,294,000",-,"355,294,000",-,-,-,-,"20,974,000","21,761,000",-,-,-,-,"21,761,000","787,000","11,189,000",-,-,-,"2,884,000",-,-,-,-,-,-,"13,101,000","476,962,000","12,506,000","12,506,000","12,506,000",-,"115,749,000",-,-,"96,150,000","96,150,000",-,-,-,-,-,"46,102,000","46,102,000",-,"46,102,000",-,-,"50,623,000","50,623,000",-,-,"155,832,000","20,419,000","20,019,000","557,000","545,000","12,000","22,217,000","3,568,000","6,078,000","-245,000",-,-,-,"400,000","70,642,000","545,000","19,474,000",-,"20,019,000","116,199,000","19,474,000","96,725,000","69,629,000","1,110,061","1,110,061",-,-
88,2/28/2001,"450,097,000","70,227,000","21,678,000",-,-,"21,678,000",-,-,-,-,"48,549,000","48,549,000",-,-,"26,693,000","305,701,000",-,"305,701,000",-,-,-,-,"21,557,000","22,343,000",-,-,-,-,"22,343,000","786,000","10,856,000",-,-,-,"2,775,000",-,-,-,-,-,-,"12,288,000","429,946,000","12,529,000","12,529,000","12,529,000",-,"95,743,000",-,-,"99,343,000","99,343,000",-,-,-,-,-,"37,607,000","37,607,000",-,"37,607,000",-,-,"42,495,000","42,495,000",-,-,"142,229,000","20,151,000","19,751,000","557,000","545,000","12,000","21,552,000","3,649,000","5,781,000","-226,000",-,-,-,"400,000","62,246,000","545,000","19,206,000",-,"19,751,000","99,308,000","19,206,000","80,102,000","58,424,000","1,114,435","1,114,435",-,-
89,11/30/2000,"426,794,000","47,660,000","18,819,000",-,-,"18,819,000",-,-,-,-,"28,841,000","28,841,000",-,-,"26,015,000","310,400,000",-,"310,400,000",-,-,-,-,"21,090,000","21,870,000",-,-,-,-,"21,870,000","780,000","7,359,000",-,-,-,"2,685,000",-,-,-,-,-,-,"11,585,000","407,123,000","11,930,000","11,930,000","11,930,000",-,"168,639,000",-,-,"100,384,000","100,384,000",-,-,-,-,-,"27,754,000","27,754,000",-,"27,754,000",-,-,"42,051,000","42,051,000",-,-,"56,365,000","19,671,000","19,271,000","557,000","545,000","12,000","20,802,000","3,377,000","6,024,000","559,000",-,-,-,"400,000","61,322,000","545,000","18,726,000",-,"19,271,000","88,531,000","18,726,000","69,805,000","50,986,000","1,107,270","1,107,270",-,-
