,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Restricted Cash And Investments,Restricted Cash & Cash Equivalents,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Home Loan Bank Stock,Customer Acceptances,Bank Owned Life Insurance,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Prepaid Assets,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Total Tax Payable,Income Tax Payable,Other Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Non Current Deferred Liabilities,Non Current Deferred Revenue,Preferred Securities Outside Stock Equity,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
82,9/30/2002,"80,987,000","10,609,000","8,199,000",-,"3,753,000","4,446,000",-,-,-,"2,410,000","2,410,000",-,"299,000",-,"27,451,000","9,428,000","18,023,000",-,-,-,-,"33,561,000","34,242,000",-,-,-,"34,242,000","681,000",-,"267,000","267,000","267,000",-,-,"976,000","2,403,000",-,-,-,"5,421,000","74,354,000","56,969,000","43,761,000","43,761,000","13,208,000","1,256,000","4,221,000","4,221,000","123,000","4,098,000","4,098,000",-,-,-,-,-,-,-,-,"7,215,000","7,215,000",-,-,-,-,-,"4,693,000","6,633,000","6,633,000","7,451,000",-,"7,451,000","4,773,000","831,000","6,539,000","117,000",-,-,-,-,"13,848,000",-,"6,633,000","4,230,000","13,848,000","4,230,000","7,215,000",-,"726,054","726,054",-,-
83,6/30/2002,"80,805,000","13,295,000","10,650,000",-,"2,885,000","7,765,000",-,-,-,"2,645,000","2,645,000",-,"502,000",-,"22,954,000","6,577,000","16,377,000",-,-,-,-,"35,382,000","35,998,000",-,-,-,"35,998,000","616,000",-,"248,000","248,000","248,000",-,-,"1,013,000","2,372,000",-,-,-,"5,039,000","74,195,000","55,291,000","43,664,000","43,664,000","11,627,000","1,687,000","4,051,000","4,051,000","53,000","3,998,000","3,998,000",-,-,"2,052,000","2,052,000",-,"2,052,000",-,-,"5,668,000","5,668,000",-,-,-,-,-,"5,446,000","6,610,000","6,610,000","7,449,000",-,"7,449,000","4,831,000","809,000","6,505,000","26,000",-,-,-,-,"12,278,000",-,"6,610,000","4,238,000","14,330,000","4,238,000","7,720,000",-,"727,888","727,888",-,-
84,3/31/2002,"76,779,000","10,346,000","8,320,000",-,"3,788,000","4,532,000",-,-,-,"2,026,000","2,026,000",-,"602,000",-,"22,027,000","8,357,000","13,670,000",-,-,-,-,"34,817,000","35,433,000",-,-,-,"35,433,000","616,000",-,"256,000","256,000","256,000",-,-,"1,053,000","2,248,000",-,-,-,"5,430,000","70,425,000","53,675,000","42,271,000","42,271,000","11,404,000","1,687,000","3,911,000","3,911,000","71,000","3,840,000","3,840,000",-,-,"1,577,000","1,577,000",-,"1,577,000",-,-,"5,271,000","5,271,000",-,-,-,-,-,"4,304,000","6,354,000","6,354,000","7,447,000",-,"7,447,000","4,608,000","784,000","6,485,000",-,-,-,-,-,"11,625,000",-,"6,354,000","4,106,000","13,202,000","4,106,000","6,848,000",-,"728,847","728,847",-,-
85,12/31/2001,"81,025,000","14,636,000","9,841,000",-,"3,222,000","6,619,000",-,-,-,"4,795,000","4,795,000",-,"313,000",-,"21,132,000","8,270,000","12,862,000",-,-,-,-,"35,131,000","35,747,000",-,-,-,"35,747,000","616,000",-,"236,000","236,000","236,000",-,-,"992,000","2,084,000",-,-,-,"6,501,000","74,708,000","55,711,000","43,076,000","43,076,000","12,635,000","1,756,000","3,858,000","3,858,000","92,000","3,766,000","3,766,000",-,-,"2,363,000","2,363,000",-,"2,363,000",-,-,"4,976,000","4,976,000",-,-,-,-,-,"6,044,000","6,317,000","6,317,000","7,431,000",-,"7,431,000","4,383,000","741,000","6,312,000","74,000",-,-,-,-,"11,293,000",-,"6,317,000","4,233,000","13,656,000","4,233,000","7,339,000",-,"730,324","730,324",-,-
86,9/30/2001,"89,677,000","9,588,000","9,250,000",-,"3,289,000","5,961,000",-,-,-,"338,000","338,000",-,"338,000",-,"22,671,000","9,301,000","13,370,000",-,-,-,-,"44,920,000","45,536,000",-,-,-,"45,536,000","616,000",-,"334,000","334,000","334,000",-,-,"940,000",-,-,-,-,"10,886,000","81,710,000","60,261,000","48,335,000","48,335,000","11,926,000","5,719,000","4,037,000","4,037,000","124,000","3,913,000","3,913,000",-,-,"2,074,000","2,074,000",-,"2,074,000",-,-,"3,127,000","3,127,000",-,-,-,-,-,"6,492,000","7,967,000","6,467,000","7,430,000","1,000","7,429,000","4,181,000","703,000","5,991,000","144,000",-,-,-,"1,500,000","9,594,000","1,000","6,466,000","6,467,000","11,667,000","6,466,000","5,201,000",-,"737,726","737,726",-,-
87,6/30/2001,"76,831,000","12,648,000","10,009,000",-,"3,995,000","6,014,000",-,-,-,"2,639,000","2,639,000",-,"712,000",-,"19,606,000","9,904,000","9,702,000",-,-,-,-,"36,089,000","36,705,000",-,-,-,"36,705,000","616,000",-,"277,000","277,000","277,000",-,-,"935,000",-,-,-,-,"6,564,000","69,044,000","53,708,000","41,585,000","41,585,000","12,123,000","2,201,000","3,478,000","3,478,000","90,000","3,388,000","3,388,000",-,-,"2,044,000","2,044,000",-,"2,044,000",-,-,"3,055,000","3,055,000",-,-,-,-,-,"4,558,000","7,787,000","6,287,000","7,429,000","1,000","7,428,000","4,071,000","674,000","6,006,000","118,000",-,-,"1,000","1,500,000","9,342,000","1,000","6,286,000","6,287,000","11,385,000","6,286,000","5,099,000",-,"737,743","737,743",-,-
88,3/31/2001,"73,073,000","9,884,000","6,415,000",-,"2,847,000","3,568,000",-,-,-,"3,469,000","3,469,000",-,"622,000",-,"18,801,000","11,986,000","6,815,000",-,-,-,-,"36,508,000","37,124,000",-,-,-,"37,124,000","616,000",-,"297,000","297,000","297,000",-,-,"928,000",-,-,-,-,"6,033,000","65,518,000","50,914,000","39,853,000","39,853,000","11,061,000","1,080,000","3,411,000","3,411,000","122,000","3,289,000","3,289,000",-,-,"1,961,000","1,961,000",-,"1,961,000",-,-,"3,008,000","3,008,000",-,-,-,-,-,"5,144,000","7,555,000","6,055,000","7,411,000","1,000","7,410,000","3,819,000","586,000","5,883,000","122,000",-,-,-,"1,500,000","9,063,000","1,000","6,054,000","6,055,000","11,023,000","6,054,000","4,969,000",-,"736,694","736,694",-,-
89,12/31/2000,"77,114,000","14,252,000","8,462,000",-,"3,125,000","5,337,000",-,-,-,"5,790,000","5,790,000",-,"447,000",-,"19,452,000","12,051,000","7,401,000",-,-,-,-,"35,645,000","36,261,000",-,-,-,"36,261,000","616,000",-,"354,000","354,000","354,000",-,-,"924,000",-,-,-,-,"6,040,000","69,462,000","56,376,000","43,121,000","43,121,000","13,255,000","1,108,000","3,410,000","3,410,000","127,000","3,283,000","3,283,000",-,-,"1,687,000","1,687,000",-,"1,687,000",-,-,"3,036,000","3,036,000",-,-,-,-,-,"3,845,000","7,652,000","6,152,000","7,392,000","1,000","7,391,000","3,566,000","521,000","5,526,000","199,000",-,-,-,"1,500,000","9,188,000","1,000","6,151,000","6,152,000","10,874,000","6,151,000","4,723,000",-,"741,068","741,068",-,-
90,9/30/2000,"75,409,000","12,453,000","9,269,000",-,"4,222,000","5,047,000",-,-,-,"3,184,000","3,184,000",-,"914,000",-,"16,932,000","10,157,000","6,775,000",-,-,-,-,"36,781,000","37,398,000",-,-,-,"37,398,000","617,000",-,"374,000","374,000","374,000",-,-,"901,000",-,-,-,-,"7,054,000","67,990,000","53,299,000","41,413,000","41,413,000","11,886,000","1,478,000","3,283,000","3,283,000","148,000","3,135,000","3,135,000",-,-,"4,199,000","4,199,000",-,"4,199,000",-,-,"2,957,000","2,957,000",-,-,-,-,-,"2,774,000","7,419,000","5,919,000","7,378,000","1,000","7,377,000","3,326,000","454,000","5,418,000","179,000",-,-,-,"1,500,000","8,876,000","1,000","5,918,000","5,919,000","13,074,000","5,918,000","7,156,000",-,"740,650","740,650",-,-
91,6/30/2000,"76,661,000","13,450,000","8,896,000",-,"4,167,000","4,729,000",-,-,-,"4,554,000","4,554,000",-,"1,194,000",-,"17,856,000","11,168,000","6,688,000",-,-,-,-,"37,508,000","38,118,000",-,-,-,"38,118,000","610,000",-,"331,000","331,000","331,000",-,-,"885,000",-,-,-,-,"5,437,000","69,654,000","55,337,000","41,666,000","41,666,000","13,671,000","1,455,000","2,998,000","2,998,000","111,000","2,887,000","2,887,000",-,-,"4,626,000","4,626,000",-,"4,626,000",-,-,"2,829,000","2,829,000",-,-,-,-,-,"2,409,000","7,007,000","5,507,000","7,367,000","1,000","7,366,000","3,079,000","395,000","5,381,000","47,000",-,-,-,"1,500,000","8,336,000","1,000","5,506,000","5,507,000","12,961,000","5,506,000","7,455,000",-,"739,643","739,643",-,-
92,3/31/2000,"76,041,000","12,727,000","10,098,000",-,"3,873,000","6,225,000",-,-,-,"2,629,000","2,629,000",-,"969,000",-,"15,744,000","8,789,000","6,955,000",-,-,-,-,"40,057,000","40,657,000",-,-,-,"40,657,000","600,000",-,"356,000","356,000","356,000",-,-,"894,000",-,-,-,-,"5,294,000","69,317,000","55,436,000","42,323,000","42,323,000","13,113,000","1,440,000","2,833,000","2,833,000","137,000","2,696,000","2,696,000",-,-,"4,710,000","4,710,000",-,"4,710,000",-,-,"2,829,000","2,829,000",-,-,-,-,-,"2,069,000","6,724,000","5,224,000","7,355,000","1,000","7,354,000","2,841,000","355,000","5,348,000","21,000",-,-,-,"1,500,000","8,053,000","1,000","5,223,000","5,224,000","12,762,000","5,223,000","7,539,000",-,"738,535","738,535",-,-
93,12/31/1999,"74,756,000","15,509,000","10,126,000",-,"3,276,000","6,850,000",-,-,-,"5,383,000","5,383,000",-,"739,000",-,"15,614,000","8,715,000","6,899,000",-,-,-,-,"36,952,000","37,547,000",-,-,-,"37,547,000","595,000",-,"319,000","319,000","319,000",-,-,"893,000",-,-,-,-,"4,730,000","68,113,000","55,751,000","43,589,000","43,589,000","12,162,000","1,318,000","2,775,000","2,775,000","131,000","2,644,000","2,644,000",-,-,"3,825,000","3,825,000",-,"3,825,000",-,-,"2,811,000","2,811,000",-,-,-,-,-,"1,633,000","6,643,000","5,143,000","7,336,000","1,000","7,335,000","2,620,000","315,000","5,148,000","20,000",-,-,-,"1,500,000","7,954,000","1,000","5,142,000","5,143,000","11,778,000","5,142,000","6,636,000",-,"737,040","737,040",-,-
94,9/30/1999,"63,158,000","12,587,000","10,973,000",-,"6,430,000","4,543,000",-,-,-,"1,614,000","1,614,000",-,"399,000",-,"7,698,000","1,806,000","5,892,000",-,-,-,-,"37,163,000","37,757,000",-,-,-,"37,757,000","594,000",-,"284,000","284,000","284,000",-,-,"848,000",-,-,-,-,"4,179,000","56,762,000","44,795,000","33,187,000","33,187,000","11,608,000","2,055,000","2,827,000","2,827,000","116,000","2,711,000","2,711,000",-,-,"3,834,000","3,834,000",-,"3,834,000",-,-,"2,416,000","2,416,000",-,-,-,-,-,"835,000","6,396,000","4,896,000","1,000","1,000",-,"2,411,000",-,-,-,-,-,"2,484,000","1,500,000","7,312,000","1,000","4,895,000","4,896,000","11,145,000","4,895,000","6,250,000",-,"737,686","737,686",-,-
95,6/30/1999,"67,771,000","12,701,000","10,118,000",-,"5,619,000","4,499,000",-,-,-,"2,583,000","2,583,000",-,"853,000",-,"7,721,000","1,699,000","6,022,000",-,-,-,-,"37,792,000","38,387,000",-,-,-,"38,387,000","595,000",-,"295,000","295,000","295,000",-,-,"854,000",-,-,-,-,"7,555,000","60,991,000","47,477,000","36,582,000","36,582,000","10,895,000","3,639,000","2,291,000","2,291,000","126,000","2,165,000","2,165,000",-,-,"3,703,000","3,703,000",-,"3,703,000",-,-,"2,277,000","2,277,000",-,-,-,-,-,"1,604,000","6,780,000","5,280,000","7,312,000","1,000","7,311,000","1,744,000","242,000","4,222,000","204,000","-29,000","233,000",-,"1,500,000","7,557,000","1,000","5,279,000","5,280,000","11,259,000","5,279,000","5,980,000",-,"761,829","761,829",-,-
96,3/31/1999,"64,917,000","11,266,000","9,331,000",-,"4,546,000","4,785,000",-,-,-,"1,935,000","1,935,000",-,"1,213,000",-,"7,628,000","1,668,000","5,960,000",-,-,-,-,"39,119,000","39,751,000",-,-,-,"39,751,000","632,000",-,"331,000","331,000","331,000",-,-,"856,000",-,-,-,-,"4,504,000","58,111,000","44,843,000","34,411,000","34,411,000","10,432,000","3,189,000","2,350,000","2,350,000","160,000","2,190,000","2,190,000",-,-,"3,632,000","3,632,000",-,"3,632,000",-,-,"2,189,000","2,189,000",-,-,-,-,-,"1,908,000","6,806,000","5,306,000","1,000","1,000",-,"1,528,000",-,-,"254,000",-,-,"3,523,000","1,500,000","7,495,000","1,000","5,305,000","5,306,000","11,126,000","5,305,000","5,821,000",-,"768,688","768,688",-,-
97,12/31/1998,"63,503,000","11,784,000","8,503,000",-,"3,999,000","4,504,000",-,-,-,"3,281,000","3,281,000",-,"946,000",-,"8,052,000","1,637,000","6,415,000",-,-,-,-,"37,750,000","38,386,000",-,-,-,"38,386,000","636,000",-,"355,000","355,000","355,000",-,-,"856,000",-,-,-,-,"3,760,000","56,755,000","44,632,000","33,152,000","33,152,000","11,480,000","1,571,000","2,371,000","2,371,000","188,000","2,183,000","2,183,000",-,-,"4,536,000","4,536,000",-,"4,536,000",-,-,"2,086,000","2,086,000",-,-,-,-,-,"1,559,000","6,748,000","5,448,000","1,000","1,000",-,"1,318,000",-,-,"312,000",-,-,"3,817,000","1,300,000","7,534,000","1,000","5,447,000","5,448,000","12,069,000","5,447,000","6,622,000",-,"773,119","773,119",-,-
98,9/30/1998,"63,812,000","11,503,000","10,360,000",-,"7,693,000","2,667,000",-,-,-,"1,143,000","1,143,000",-,"1,121,000",-,"8,371,000","2,460,000","5,911,000",-,-,-,-,"37,868,000","38,506,000",-,-,-,"38,506,000","638,000",-,"340,000","340,000","340,000",-,-,"850,000",-,-,-,-,"3,759,000","57,498,000","44,492,000","33,283,000","33,283,000","11,209,000","1,807,000","2,336,000","2,336,000","173,000","2,163,000","2,163,000",-,-,"5,230,000","5,230,000",-,"5,230,000",-,-,"2,022,000","2,022,000",-,-,-,-,-,"1,611,000","6,314,000","5,014,000","1,000","1,000",-,"1,110,000",-,-,"221,000",-,-,"3,682,000","1,300,000","7,036,000","1,000","5,013,000","5,014,000","12,265,000","5,013,000","7,252,000",-,"757,816","757,816",-,-
99,6/30/1998,"63,003,000","10,396,000","9,229,000",-,"7,329,000","1,900,000",-,-,-,"1,167,000","1,167,000",-,"974,000",-,"8,239,000","1,422,000","6,817,000",-,-,-,-,"38,403,000","39,049,000",-,-,-,"39,049,000","646,000",-,"364,000","364,000","364,000",-,-,"843,000",-,-,-,-,"3,784,000","56,735,000","43,408,000","31,594,000","31,594,000","11,814,000","1,996,000","2,239,000","2,239,000","152,000","2,087,000","2,087,000",-,-,"5,626,000","5,626,000",-,"5,626,000",-,-,"2,003,000","2,003,000",-,-,-,-,-,"1,463,000","6,268,000","4,968,000","1,000","1,000",-,"3,912,000",-,-,"354,000",-,-,"701,000","1,300,000","6,971,000","1,000","4,967,000","4,968,000","12,596,000","4,967,000","7,629,000",-,"750,794","750,794",-,-
100,3/31/1998,"59,611,000","8,564,000","8,057,000",-,"6,442,000","1,615,000",-,-,-,"507,000","507,000",-,"993,000",-,"9,084,000","2,225,000","6,859,000",-,-,-,-,"36,389,000","37,034,000",-,-,-,"37,034,000","645,000",-,"351,000","351,000","351,000",-,-,"838,000",-,-,-,-,"3,392,000","53,499,000","40,589,000","29,819,000","29,819,000","10,770,000","1,896,000","2,222,000","2,222,000","170,000","2,052,000","2,052,000",-,-,"5,066,000","5,066,000",-,"5,066,000",-,-,"1,959,000","1,959,000",-,-,-,-,-,"1,767,000","6,112,000","4,812,000","1,000","1,000",-,"3,716,000",-,-,"332,000",-,-,"763,000","1,300,000","6,771,000","1,000","4,811,000","4,812,000","11,836,000","4,811,000","7,025,000",-,"745,232","745,232",-,-
101,12/31/1997,"59,961,000","10,715,000","7,895,000",-,"5,769,000","2,126,000",-,-,-,"2,820,000","2,820,000",-,"1,187,000",-,"9,244,000","2,616,000","6,628,000",-,-,-,-,"34,486,000","35,127,000",-,-,-,"35,127,000","641,000",-,"356,000","356,000","356,000",-,-,"835,000",-,-,-,-,"3,138,000","53,959,000","41,357,000","28,796,000","28,796,000","12,561,000","2,329,000","2,092,000","2,092,000","182,000","1,910,000","1,910,000",-,-,"4,673,000","4,673,000",-,"4,673,000",-,-,"1,809,000","1,809,000",-,-,-,-,-,"1,699,000","6,002,000","5,002,000","1,000","1,000",-,"3,493,000",-,-,-,-,-,"1,508,000","1,000,000","6,811,000","1,000","5,001,000","5,002,000","11,483,000","5,001,000","6,482,000",-,"749,784","749,784",-,-
102,9/30/1997,"61,222,000","10,193,000","7,035,000",-,"5,049,000","1,986,000",-,-,-,"3,158,000","3,158,000",-,"1,464,000",-,"7,496,000","2,116,000","5,380,000",-,-,-,-,"37,625,000","38,396,000",-,-,-,"38,396,000","771,000",-,"298,000","298,000","298,000",-,-,"851,000",-,-,-,-,"3,295,000","55,230,000","42,478,000","29,574,000","29,574,000","12,904,000","1,936,000","1,849,000","1,849,000","177,000","1,672,000","1,672,000",-,-,"4,945,000","4,945,000",-,"4,945,000",-,-,"1,827,000","1,827,000",-,-,-,-,-,"2,195,000","5,992,000","4,992,000","112,000","112,000",-,"3,314,000",-,-,-,-,-,"1,566,000","1,000,000","6,819,000","112,000","4,880,000","4,992,000","11,652,000","4,880,000","6,772,000",-,"751,724","751,724",-,-
103,6/30/1997,"61,242,000","10,658,000","10,008,000",-,"7,782,000","2,226,000",-,-,-,"650,000","650,000",-,"1,358,000",-,"6,656,000","1,646,000","5,010,000",-,-,-,-,"38,192,000","39,024,000",-,-,-,"39,024,000","832,000",-,"295,000","295,000","295,000",-,-,"857,000",-,-,-,-,"3,226,000","55,305,000","43,814,000","31,863,000","31,863,000","11,951,000","1,573,000","1,621,000","1,621,000","144,000","1,477,000","1,477,000",-,-,"4,694,000","4,694,000",-,"4,694,000",-,-,"1,801,000","1,801,000",-,-,-,-,-,"1,802,000","5,937,000","4,937,000","112,000","112,000",-,"3,139,000",-,-,-,-,-,"1,686,000","1,000,000","6,738,000","112,000","4,825,000","4,937,000","11,320,000","4,825,000","6,495,000",-,"756,744","756,744",-,-
104,3/31/1997,"58,384,000","10,431,000","9,949,000",-,"8,301,000","1,648,000",-,-,-,"482,000","482,000",-,"1,153,000",-,"6,727,000","1,736,000","4,991,000",-,-,-,-,"35,902,000","36,771,000",-,-,-,"36,771,000","869,000",-,"272,000","272,000","272,000",-,-,"865,000",-,-,-,-,"3,034,000","52,764,000","41,262,000","30,089,000","30,089,000","11,173,000","2,083,000","1,558,000","1,558,000","154,000","1,404,000","1,404,000",-,-,"4,342,000","4,342,000",-,"4,342,000",-,-,"1,817,000","1,817,000",-,-,-,-,-,"1,702,000","5,620,000","5,020,000","112,000","112,000",-,"2,964,000",-,-,-,-,-,"1,944,000","600,000","6,837,000","112,000","4,908,000","5,020,000","11,067,000","4,908,000","6,159,000",-,"769,456","769,456",-,-
105,12/31/1996,"55,765,000","7,981,000","7,419,000",-,"6,032,000","1,387,000",-,-,-,"562,000","562,000",-,"985,000",-,"6,600,000","1,547,000","5,053,000",-,-,-,-,"36,105,000","37,006,000",-,-,-,"37,006,000","901,000",-,"315,000","315,000","315,000",-,-,"875,000",-,-,-,-,"2,904,000","50,038,000","39,343,000","27,531,000","27,531,000","11,812,000","1,737,000","1,584,000","1,584,000","167,000","1,417,000","1,417,000",-,-,"4,144,000","4,144,000",-,"4,144,000",-,-,"1,816,000","1,816,000",-,-,-,-,-,"1,414,000","5,727,000","5,127,000","112,000","112,000",-,"2,798,000",-,-,-,-,-,"2,217,000","600,000","6,943,000","112,000","5,015,000","5,127,000","10,975,000","5,015,000","5,960,000",-,"772,936","772,936",-,-
106,9/30/1996,"52,388,000","6,288,000","5,785,000",-,"4,617,000","1,168,000",-,-,-,"503,000","503,000",-,"968,000",-,"6,002,000","875,000","5,127,000",-,-,-,-,"35,073,000","36,030,000",-,-,-,"36,030,000","957,000",-,"301,000","301,000","301,000",-,-,"883,000",-,-,-,-,"2,873,000","47,271,000","36,561,000","27,182,000","27,182,000","9,379,000","1,916,000","1,542,000","1,542,000","195,000","1,347,000","1,347,000",-,-,"4,189,000","4,189,000",-,"4,189,000",-,-,"1,816,000","1,816,000",-,-,-,-,-,"1,247,000","5,117,000","5,117,000","113,000","113,000",-,"2,637,000",-,-,-,-,-,"2,367,000",-,"6,933,000","113,000","5,004,000","5,117,000","11,009,000","5,004,000","6,005,000","220,000","771,212","771,212",-,-
107,6/30/1996,"51,467,000","6,155,000","4,837,000",-,"3,845,000","992,000",-,-,-,"1,318,000","1,318,000",-,"922,000",-,"5,771,000","586,000","5,185,000",-,-,-,-,"34,541,000","35,523,000",-,-,-,"35,523,000","982,000",-,"296,000","296,000","296,000",-,-,"888,000",-,-,-,-,"2,894,000","46,400,000","35,462,000","26,493,000","26,493,000","8,969,000","1,756,000","1,620,000","1,620,000","177,000","1,443,000","1,443,000",-,-,"4,385,000","4,385,000",-,"4,385,000",-,-,"1,913,000","1,913,000",-,-,-,-,-,"1,264,000","5,067,000","5,067,000","113,000","113,000",-,"2,478,000",-,-,-,-,-,"2,476,000",-,"6,980,000","113,000","4,954,000","5,067,000","11,252,000","4,954,000","6,298,000","1,461,000","760,316","760,316",-,-
108,3/31/1996,"53,317,000","4,771,000","3,786,000",-,"2,634,000","1,152,000",-,-,-,"985,000","985,000",-,"818,000",-,"5,905,000","728,000","5,177,000",-,-,-,-,"37,813,000","38,555,000",-,-,-,"38,555,000","742,000",-,"257,000","257,000","257,000",-,-,"898,000",-,-,-,-,"2,855,000","48,073,000","35,895,000","27,544,000","27,544,000","8,351,000","3,089,000","1,573,000","1,573,000","180,000","1,393,000","1,393,000",-,-,"4,387,000","4,387,000",-,"4,387,000",-,-,"1,930,000","1,930,000",-,-,-,-,-,"1,199,000","5,244,000","5,244,000","113,000","113,000",-,"2,851,000",-,-,-,-,-,"2,280,000",-,"7,174,000","113,000","5,131,000","5,244,000","11,448,000","5,131,000","6,317,000","2,531,000","787,544","787,544",-,-
109,12/31/1995,"53,720,000","6,629,000","5,693,000",-,"4,711,000","982,000",-,-,-,"936,000","936,000",-,"918,000",-,"5,632,000","762,000","4,870,000",-,-,-,-,"36,931,000","37,687,000",-,-,-,"37,687,000","756,000",-,"270,000","270,000","270,000",-,-,"902,000",-,-,-,-,"2,438,000","48,488,000","35,918,000","25,453,000","25,453,000","10,465,000","3,933,000","1,568,000","1,568,000","190,000","1,378,000","1,378,000",-,-,"3,706,000","3,706,000",-,"3,706,000",-,-,"1,848,000","1,848,000",-,-,-,-,-,"1,515,000","5,232,000","5,232,000","113,000","113,000",-,"2,689,000",-,-,-,-,-,"2,430,000",-,"7,080,000","113,000","5,119,000","5,232,000","10,673,000","5,119,000","5,554,000",-,"792,544","792,544",-,-
110,9/30/1995,"51,087,000","3,845,000","3,001,000",-,"1,909,000","1,092,000",-,-,-,"844,000","844,000",-,"912,000",-,"6,113,000","938,000","5,175,000",-,-,-,-,"36,817,000","37,564,000",-,-,-,"37,564,000","747,000",-,"245,000","245,000","245,000",-,-,"906,000",-,-,-,-,"2,249,000","45,987,000","33,742,000","25,992,000","25,992,000","7,750,000","3,849,000","1,540,000","1,540,000","228,000","1,312,000","1,312,000",-,-,"3,709,000","3,709,000",-,"3,709,000",-,-,"1,836,000","1,836,000",-,-,-,-,-,"1,311,000","5,100,000","5,100,000","113,000","113,000",-,"2,523,000",-,-,-,-,-,"2,464,000",-,"6,936,000","113,000","4,987,000","5,100,000","10,532,000","4,987,000","5,545,000","2,544,000","789,436","789,436",-,-
111,6/30/1995,"53,464,000","7,277,000","4,298,000",-,"3,189,000","1,109,000",-,-,-,"2,979,000","2,979,000",-,"1,126,000",-,"6,193,000","1,355,000","4,838,000",-,-,-,-,"35,474,000","36,187,000",-,-,-,"36,187,000","713,000",-,"280,000","280,000","280,000",-,-,"900,000",-,-,-,-,"2,214,000","48,699,000","36,878,000","27,973,000","27,973,000","8,905,000","2,709,000","1,408,000","1,408,000","241,000","1,167,000","1,167,000",-,-,"4,414,000","4,414,000",-,"4,414,000",-,-,"1,710,000","1,710,000",-,-,-,-,-,"1,580,000","4,765,000","4,765,000","117,000","117,000",-,"2,361,000",-,-,-,-,-,"2,287,000",-,"6,475,000","117,000","4,648,000","4,765,000","10,772,000","4,648,000","6,124,000","1,826,000","767,084","767,084",-,-
112,3/31/1995,"52,280,000","8,089,000","4,677,000",-,"3,723,000","954,000",-,-,-,"3,412,000","3,412,000",-,"1,035,000",-,"6,332,000","1,635,000","4,697,000",-,-,-,-,"33,488,000","34,237,000",-,-,-,"34,237,000","749,000",-,"274,000","274,000","274,000",-,-,"906,000",-,-,-,-,"2,156,000","47,733,000","34,905,000","26,732,000","26,732,000","8,173,000","1,949,000","1,382,000","1,382,000","247,000","1,135,000","1,135,000",-,-,"6,337,000","6,337,000",-,"6,337,000",-,-,"1,732,000","1,732,000",-,-,-,-,-,"1,428,000","4,547,000","4,547,000","117,000","117,000",-,"2,196,000",-,-,-,-,-,"2,234,000",-,"6,279,000","117,000","4,430,000","4,547,000","12,499,000","4,430,000","8,069,000","3,392,000","763,124","763,124",-,-
113,12/31/1994,"48,879,000","6,914,000","3,895,000",-,"2,903,000","992,000",-,-,-,"3,019,000","3,019,000",-,"810,000",-,"5,591,000","940,000","4,651,000",-,-,-,-,"32,291,000","33,083,000",-,-,-,"33,083,000","792,000",-,"290,000","290,000","290,000",-,-,"914,000",-,-,-,-,"2,069,000","44,583,000","34,091,000","25,512,000","25,512,000","8,579,000","1,502,000","1,262,000","1,262,000","213,000","1,049,000","1,049,000",-,-,"4,738,000","4,738,000",-,"4,738,000",-,-,"1,774,000","1,774,000",-,-,-,-,-,"1,216,000","4,296,000","4,296,000","119,000","119,000",-,"2,048,000",-,-,-,-,-,"2,129,000",-,"6,070,000","119,000","4,177,000","4,296,000","10,689,000","4,177,000","6,512,000","2,617,000","750,588","750,588",-,-
