,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,Foreclosed Assets,Bank Owned Life Insurance,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Gross PPE,Land And Improvements,Buildings And Improvements,Machinery Furniture Equipment,Leases,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Deferred Tax Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
115,6/30/1994,"55,756,800","3,194,400","3,194,400",-,-,"3,194,400",-,-,-,-,-,"15,034,100","226,600","14,807,500",-,-,-,-,"29,382,400","31,253,500",-,-,-,-,"31,253,500","790,400","-1,080,700","3,279,500","3,279,500","3,279,500",-,"900,800",-,-,-,-,-,-,-,-,-,-,-,-,-,"3,965,600","51,920,200","34,681,600","26,657,700","26,657,700","8,023,900",-,-,-,"7,880,500","7,880,500",-,"7,880,500",-,"7,255,200","7,255,200",-,-,-,-,"2,102,900","3,836,600","3,836,600","345,100","345,100",-,"2,742,300",-,-,"-147,000","-6,800","-140,200","896,200",-,"11,091,800","345,100","3,491,500",-,"3,836,600","18,627,200","3,491,500","15,135,700","11,941,300","1,261,828","1,261,828",-,-
116,3/31/1994,"55,328,200","3,787,100","3,787,100",-,-,"3,787,100",-,-,-,-,-,"13,923,700","359,600","13,564,100",-,-,-,-,"28,493,800","30,347,200",-,-,-,-,"30,347,200","793,200","-1,060,200","2,361,200","2,361,200","2,361,200",-,"859,100",-,-,-,-,-,-,-,-,-,-,-,-,-,"5,903,300","51,474,900","35,328,300","26,713,600","26,713,600","8,614,700",-,-,-,"6,337,400","6,337,400",-,"6,337,400",-,"6,829,500","6,829,500",-,-,-,-,"2,979,700","3,853,300","3,853,300","346,600","346,600",-,"2,595,400",-,-,"-6,800","-6,800",-,"918,100",-,"10,682,800","346,600","3,506,700",-,"3,853,300","16,673,600","3,506,700","13,166,900","9,379,800","1,259,680","1,259,680",-,-
117,12/31/1993,"50,782,300","3,059,200","3,059,200",-,-,"3,059,200",-,-,-,-,-,"11,600,600","279,100","11,321,500",-,-,-,-,"26,200,100","27,952,800",-,-,-,-,"27,952,800","744,900","-1,007,800","1,723,900","1,723,900","1,723,900",-,"756,500",-,-,-,-,-,-,-,-,-,-,-,-,-,"7,442,000","47,213,900","32,573,200","24,234,300","24,234,300","8,338,900",-,-,-,"5,805,100","5,805,100",-,"5,805,100",-,"6,802,400","6,802,400",-,-,-,-,"2,033,200","3,568,400","3,568,400","341,900","341,900",-,"2,394,400",-,-,"-3,300","-3,300",-,"835,400",-,"10,370,800","341,900","3,226,500",-,"3,568,400","15,834,000","3,226,500","12,607,500","9,548,300","1,168,700","1,168,700",-,-
118,9/30/1993,"50,387,900","2,775,300","2,775,300",-,-,"2,775,300",-,-,-,-,-,"12,674,400","395,000","12,279,400",-,-,-,-,"25,472,500","27,232,100",-,-,-,-,"27,232,100","759,900","-999,700","1,594,400","1,594,400","1,594,400",-,"733,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"7,138,300","46,949,300","31,555,900","24,152,300","24,152,300","7,403,600",-,-,-,"6,114,200","6,114,200",-,"6,114,200",-,"6,001,700","6,001,700",-,-,-,-,"3,277,500","3,438,600","3,438,600","342,000","342,000",-,"2,280,300",-,-,"-3,900","-3,900",-,"820,200",-,"9,440,300","342,000","3,096,600",-,"3,438,600","15,212,500","3,096,600","12,115,900","9,340,600","1,163,084","1,163,084",-,-
119,6/30/1993,"47,790,000","2,730,200","2,730,200",-,-,"2,730,200",-,-,-,-,-,"11,896,800","278,400","11,618,400",-,-,-,-,"23,902,100","25,638,200",-,-,-,-,"25,638,200","743,900","-992,200","1,796,800","1,796,800","1,796,800",-,"672,500",-,-,-,-,-,-,-,-,-,-,-,-,-,"6,791,600","44,450,100","28,047,800","21,789,000","21,789,000","6,258,800",-,-,-,"8,839,100","8,839,100",-,"8,839,100",-,"5,615,800","5,615,800",-,-,-,-,"1,947,400","3,339,900","3,339,900","342,000","342,000",-,"2,177,300",-,-,"-1,100","-1,100",-,"821,700",-,"8,955,700","342,000","2,997,900",-,"3,339,900","17,452,800","2,997,900","14,454,900","11,724,700","1,163,248","1,163,248",-,-
120,3/31/1993,"45,517,400","2,607,700","2,607,700",-,-,"2,607,700",-,-,-,-,-,"12,133,000","357,500","11,775,500",-,-,-,-,"23,432,800","25,167,000",-,-,-,-,"25,167,000","744,300","-989,900","1,542,500","1,542,500","1,542,500",-,"668,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"5,133,400","42,260,200","27,392,600","21,602,900","21,602,900","5,789,700",-,-,-,"7,652,600","7,652,600",-,"7,652,600",-,"5,431,200","5,431,200",-,-,-,-,"1,783,800","3,257,200","3,257,200","342,300","342,300",-,"2,080,400",-,-,300,300,-,"834,200",-,"8,688,400","342,300","2,914,900",-,"3,257,200","15,998,700","2,914,900","13,083,800","10,476,100","1,162,828","1,162,828",-,-
121,12/31/1992,"44,557,100","2,781,800","2,781,800",-,-,"2,781,800",-,-,-,-,-,"11,423,400","132,000","11,291,400",-,-,-,-,"22,310,000","23,930,300",-,-,-,-,"23,930,300","617,800","-1,002,500","1,514,700","1,514,700","1,514,700",-,"640,800",-,-,-,-,-,-,-,-,-,-,-,-,-,"5,886,400","41,484,400","26,969,800","20,381,100","20,381,100","6,588,700",-,-,-,"8,575,400","8,575,400",-,"8,575,400",-,"4,468,200","4,468,200",-,-,-,-,"1,471,000","3,072,700","3,072,700","342,500","342,500",-,"2,008,400",-,-,-300,-300,-,"722,100",-,"7,540,900","342,500","2,730,200",-,"3,072,700","15,773,800","2,730,200","13,043,600","10,261,800","1,120,928","1,120,928",-,-
122,9/30/1992,"41,043,100","2,592,700","2,592,700",-,-,"2,592,700",-,-,-,-,-,"7,024,200","255,200","6,769,000",-,-,-,-,"20,328,400","21,881,800",-,-,-,-,"21,881,800","597,400","-956,000","1,433,200","1,433,200","1,433,200",-,"619,800",-,-,-,-,-,-,-,-,-,-,-,-,-,"9,044,800","37,985,600","25,354,200","19,873,000","19,873,000","5,481,200",-,-,-,"6,382,900","6,382,900",-,"6,382,900",-,"4,425,300","4,425,300",-,-,-,-,"1,823,200","3,057,500","3,057,500","345,000","345,000",-,"2,005,000",-,-,-,-,-,"707,500",-,"7,482,800","345,000","2,712,500",-,"3,057,500","13,520,700","2,712,500","10,808,200","8,215,500","1,115,592","1,115,592",-,-
123,6/30/1992,"40,575,100","2,887,800","2,887,800",-,-,"2,887,800",-,-,-,-,-,"11,478,000","485,500","10,992,500",-,-,-,-,"19,450,500","21,007,400",-,-,-,-,"21,007,400","608,300","-948,600","1,536,100","1,536,100","1,536,100",-,"601,300",-,-,-,-,-,-,-,-,-,-,-,-,-,"4,621,400","37,590,200","25,535,800","20,083,500","20,083,500","5,452,300",-,-,-,"6,775,400","6,775,400",-,"6,775,400",-,"4,073,300","4,073,300",-,-,-,-,"1,205,700","2,984,900","2,984,900","345,000","345,000",-,"1,921,000",-,-,-,-,-,"718,900",-,"7,058,200","345,000","2,639,900",-,"2,984,900","13,488,600","2,639,900","10,848,700","7,960,900","1,117,792","1,117,792",-,-
124,3/31/1992,"41,217,100","2,791,400","2,791,400",-,-,"2,791,400",-,-,-,-,-,"13,894,800","556,500","13,338,300",-,-,-,-,"19,090,100","20,648,000",-,-,-,-,"20,648,000","613,000","-944,900","1,634,700","1,634,700","1,634,700",-,"596,700",-,-,-,-,-,-,-,-,-,-,-,-,-,"3,209,400","38,308,800","26,129,800","20,675,100","20,675,100","5,454,700",-,-,-,"7,142,600","7,142,600",-,"7,142,600",-,"3,499,900","3,499,900",-,-,-,-,"1,536,500","2,908,300","2,908,300","345,000","345,000",-,"1,844,700",-,-,-,-,-,"718,600",-,"6,408,200","345,000","2,563,300",-,"2,908,300","13,205,800","2,563,300","10,642,500","7,851,100","1,118,560","1,118,560",-,-
125,12/31/1991,"38,501,600","2,797,500","2,797,500",-,-,"2,797,500",-,-,-,-,-,"11,383,300","157,900","11,225,400",-,-,-,-,"19,233,100","20,796,100",-,-,-,-,"20,796,100","601,500","-961,500","1,496,700","1,496,700","1,496,700",-,"583,300",-,-,-,-,-,-,-,-,-,-,-,-,-,"3,007,700","35,910,400","25,438,900","19,739,200","19,739,200","5,699,700",-,-,-,"5,337,900","5,337,900",-,"5,337,900",-,"3,578,600","3,578,600",-,-,-,-,"1,555,000","2,591,200","2,591,200","345,000","345,000",-,"1,561,700",-,-,-,-,-,"684,500",-,"6,169,800","345,000","2,246,200",-,"2,591,200","11,162,700","2,246,200","8,916,500","6,119,000","1,041,304","1,041,304",-,-
126,9/30/1991,"37,719,600","3,002,200","3,002,200",-,-,"3,002,200",-,-,-,-,-,"11,014,800","181,000","10,833,800",-,-,-,-,"19,277,600","20,818,000",-,-,-,-,"20,818,000","601,500","-938,900","1,457,100","1,457,100","1,457,100",-,"588,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,379,900","35,201,900","24,435,300","19,270,200","19,270,200","5,165,100",-,-,-,"5,427,600","5,427,600",-,"5,427,600",-,"3,637,300","3,637,300",-,-,-,-,"1,701,700","2,517,700","2,517,700","345,000","345,000",-,"1,494,900",-,-,-,-,-,"677,800",-,"6,155,000","345,000","2,172,700",-,"2,517,700","11,237,600","2,172,700","9,064,900","6,062,700","1,037,920","1,037,920",-,-
127,6/30/1991,"37,072,400","2,565,800","2,565,800",-,-,"2,565,800",-,-,-,-,-,"10,242,200","205,300","10,036,900",-,-,-,-,"19,740,000","21,256,600",-,-,-,-,"21,256,600","595,800","-920,800","1,612,500","1,612,500","1,612,500",-,"594,100",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,317,800","34,862,000","24,592,100","19,832,600","19,832,600","4,759,500",-,-,-,"6,047,200","6,047,200",-,"6,047,200",-,"3,293,200","3,293,200",-,-,-,-,"929,500","2,210,400","2,210,400","115,000","115,000",-,"1,423,600",-,-,-,-,-,"671,800",-,"5,503,600","115,000","2,095,400",-,"2,210,400","11,435,800","2,095,400","9,340,400","6,774,600","1,033,588","1,033,588",-,-
128,3/31/1991,"30,654,100","1,569,400","1,569,400",-,-,"1,569,400",-,-,-,-,-,"8,140,400","128,300","8,012,100",-,-,-,-,"17,657,700","18,995,100",-,-,-,-,"18,995,100","435,600","-901,800","1,273,500","1,273,500","1,273,500",-,"475,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,538,100","28,768,500","19,984,300","16,754,800","16,754,800","3,229,500",-,-,-,"4,595,000","4,595,000",-,"4,595,000",-,"3,212,100","3,212,100",-,-,-,-,"977,100","1,885,600","1,885,600","115,000","115,000",-,"1,326,900",-,-,-,-,-,"443,700",-,"5,097,700","115,000","1,770,600",-,"1,885,600","9,577,700","1,770,600","7,807,100","6,237,700","875,236","875,236",-,-
129,12/31/1990,"30,625,900","2,703,600","2,703,600",-,-,"2,703,600",-,-,-,-,-,"6,834,000","99,800","6,734,200",-,-,-,-,"17,406,600","18,698,300",-,-,-,-,"18,698,300","386,100","-905,600","1,381,400","1,381,400","1,381,400",-,"457,900",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,842,400","28,988,200","20,124,400","16,029,200","16,029,200","4,095,200",-,-,-,"5,087,000","5,087,000",-,"5,087,000",-,"2,905,300","2,905,300",-,-,-,-,"871,500","1,637,700","1,637,700","115,000","115,000",-,"1,277,500",-,-,-,-,-,"245,200",-,"4,543,000","115,000","1,522,700",-,"1,637,700","9,515,000","1,522,700","7,992,300","5,288,700","809,764","809,764",-,-
130,9/30/1990,"26,680,400","1,609,700","1,609,700",-,-,"1,609,700",-,-,-,-,-,"5,798,300","114,400","5,683,900",-,-,-,-,"16,316,400","17,520,000",-,-,-,-,"17,520,000","327,100","-876,500","951,800","951,800","951,800",-,"428,500",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,575,700","25,207,300","16,871,200","13,599,900","13,599,900","3,271,300",-,-,-,"4,663,900","4,663,900",-,"4,663,900",-,"2,617,300","2,617,300",-,-,-,-,"1,054,900","1,473,100","1,473,100",-,-,-,"1,232,800",-,-,-,-,-,"240,300",-,"4,090,400",-,"1,473,100",-,"1,473,100","8,754,300","1,473,100","7,281,200","5,671,500","807,456","807,456",-,-
131,6/30/1990,"26,769,600","1,669,500","1,669,500",-,-,"1,669,500",-,-,-,-,-,"5,922,200","129,200","5,793,000",-,-,-,-,"16,378,100","17,540,400",-,-,-,-,"17,540,400","321,300","-841,000","884,100","884,100","884,100",-,"419,200",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,496,500","25,318,700","16,701,500","13,518,000","13,518,000","3,183,500",-,-,-,"5,149,400","5,149,400",-,"5,149,400",-,"2,613,200","2,613,200",-,-,-,-,"854,600","1,450,900","1,450,900",-,-,-,"1,182,400",-,-,-,-,-,"268,500",-,"4,064,100",-,"1,450,900",-,"1,450,900","9,213,500","1,450,900","7,762,600","6,093,100","820,960","820,960",-,-
132,3/31/1990,"24,681,200","1,427,800","1,427,800",-,-,"1,427,800",-,-,-,-,-,"5,414,200",-,"5,414,200",-,-,-,-,"15,775,800","16,949,200",-,-,-,-,"16,949,200","293,400","-880,000","732,900","732,900","732,900",-,"372,600",-,-,-,-,-,-,-,-,-,-,-,-,-,"957,900","23,353,400","14,994,100","12,243,900","12,243,900","2,750,200",-,-,-,"5,054,600","5,054,600",-,"5,054,600",-,"2,546,500","2,546,500",-,-,-,-,"758,200","1,327,800","1,327,800",-,-,-,"1,154,500",-,-,-,-,-,"173,300",-,"3,874,300",-,"1,327,800",-,"1,327,800","8,928,900","1,327,800","7,601,100","6,173,300","752,600","752,600",-,-
133,12/31/1989,"24,334,700","1,523,100","1,523,100",-,-,"1,523,100",-,-,-,-,-,"4,906,400",-,"4,906,400",-,-,-,-,"15,560,100","16,704,800",-,-,-,-,"16,704,800","276,400","-868,300","735,900","735,900","735,900",-,"370,700",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,238,500","23,056,900","15,206,100","12,012,100","12,012,100","3,194,000",-,-,-,"4,291,400","4,291,400",-,"4,291,400",-,"2,557,000","2,557,000",-,-,-,-,"1,002,400","1,277,800","1,277,800","10,000","10,000",-,"1,117,800",-,-,-,-,-,"150,000",-,"3,834,800","10,000","1,267,800",-,"1,277,800","8,116,200","1,267,800","6,848,400","5,325,300","747,936","747,936",-,-
