,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Long Term Provisions,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number
110,9/30/1995,"182,138,000","16,172,000","9,352,000",-,"7,387,000","1,965,000",-,"6,820,000","6,820,000","764,000","41,643,000","18,187,000","23,456,000",-,-,-,"112,889,000","115,055,000",-,-,-,-,"115,055,000","2,166,000",-,"1,732,000","1,732,000","1,732,000",-,"2,458,000","1,451,000",-,-,-,"5,029,000","170,197,000","97,870,000","76,398,000","76,398,000","21,472,000","29,583,000",-,-,"7,795,000","7,795,000",-,"7,795,000",-,-,"15,741,000","15,741,000",-,-,-,"19,208,000","11,941,000","11,941,000","107,000","107,000",-,"7,476,000",-,-,-,-,"4,358,000","27,682,000","107,000","11,834,000",-,"10,490,000","35,370,000","10,383,000","23,536,000","14,184,000",-,-,-
111,6/30/1995,"184,188,000","21,752,000","10,361,000",-,"8,007,000","2,354,000",-,"11,391,000","11,391,000","785,000","42,119,000","15,104,000","27,015,000",-,-,-,"109,472,000","111,636,000",-,-,-,-,"111,636,000","2,164,000",-,"1,576,000","1,576,000","1,576,000",-,"2,463,000","1,483,000",-,-,-,"4,538,000","172,684,000","100,606,000","78,508,000","78,508,000","22,098,000","32,446,000",-,-,"9,846,000","9,846,000",-,"9,846,000",-,-,"10,716,000","10,716,000",-,-,-,"19,070,000","11,504,000","11,504,000","109,000","109,000",-,"7,083,000",-,-,-,-,"4,312,000","22,220,000","109,000","11,395,000",-,"10,021,000","31,957,000","9,912,000","20,562,000","10,201,000","4,423,634","4,423,634",-
112,3/31/1995,"183,854,000","24,413,000","10,725,000",-,"7,975,000","2,750,000",-,"13,688,000","13,688,000","821,000","43,121,000","16,613,000","26,508,000",-,-,-,"105,040,000","107,214,000",-,-,-,-,"107,214,000","2,174,000",-,"1,256,000","1,256,000","1,256,000",-,"2,451,000","1,507,000",-,-,-,"5,245,000","172,508,000","100,743,000","80,479,000","80,479,000","20,264,000","32,882,000",-,-,"9,209,000","9,209,000",-,"9,209,000",-,-,"9,816,000","9,816,000",-,-,-,"19,858,000","11,346,000","11,346,000","110,000","110,000",-,"6,753,000",-,-,-,-,"4,483,000","21,162,000","110,000","11,236,000",-,"9,839,000","30,261,000","9,729,000","19,025,000","8,300,000","4,423,634","4,423,634",-
113,12/31/1994,"169,604,000","22,853,000","11,741,000",-,"9,582,000","2,159,000",-,"11,112,000","11,112,000","684,000","35,766,000","9,941,000","25,825,000",-,-,-,"101,503,000","103,689,000",-,-,-,-,"103,689,000","2,186,000",-,"1,408,000","1,408,000","1,408,000",-,"2,439,000","1,712,000",-,-,-,"3,239,000","158,593,000","100,470,000","79,090,000","79,090,000","21,380,000","25,970,000",-,-,"5,640,000","5,640,000",-,"5,640,000",-,-,"11,007,000","11,007,000",-,-,-,"15,506,000","11,011,000","11,011,000","111,000","111,000",-,"6,451,000",-,-,-,-,"4,449,000","22,018,000","111,000","10,900,000",-,"9,299,000","27,547,000","9,188,000","16,647,000","4,906,000","1,105,808","1,105,808",-
114,9/30/1994,"170,912,000","26,823,000","11,659,000",-,"8,892,000","2,767,000",-,"15,164,000","15,164,000","642,000","37,971,000","10,412,000","27,559,000",-,-,-,"97,098,000","99,300,000",-,-,-,-,"99,300,000","2,202,000",-,"1,001,000","1,001,000","1,001,000",-,"2,391,000","1,635,000",-,-,-,"3,351,000","160,203,000","96,735,000","76,658,000","76,658,000","20,077,000","29,926,000",-,-,"21,661,000","21,661,000",-,"21,661,000",-,-,"7,782,000","7,782,000",-,-,-,"4,099,000","10,709,000","10,709,000","112,000","112,000",-,"6,186,000",-,-,-,-,"4,411,000","18,491,000","112,000","10,597,000",-,"9,074,000","40,040,000","8,962,000","29,443,000","17,784,000","1,103,472","1,103,472",-
115,6/30/1994,"164,398,000","22,410,000","9,354,000",-,"7,706,000","1,648,000",-,"13,056,000","13,056,000","716,000","37,342,000","8,940,000","28,402,000",-,-,-,"93,782,000","97,399,000",-,-,-,-,"97,399,000","2,196,000","-1,421,000","1,113,000","1,113,000","1,113,000",-,"2,371,000","1,407,000",-,-,-,"5,257,000","153,925,000","92,244,000","71,797,000","71,797,000","20,447,000","30,217,000",-,-,"18,315,000","18,315,000",-,"18,315,000",-,-,"7,660,000","7,660,000",-,-,-,"5,489,000","10,473,000","10,473,000","112,000","112,000",-,"5,884,000",-,-,-,-,"4,477,000","18,133,000","112,000","10,361,000",-,"9,066,000","36,336,000","8,954,000","25,975,000","16,621,000","1,106,068","1,106,068",-
116,3/31/1994,"165,071,000","21,305,000","9,326,000",-,"8,178,000","1,148,000",-,"11,979,000","11,979,000","718,000","42,654,000","12,285,000","30,369,000",-,-,-,"92,175,000","95,561,000",-,-,-,-,"95,561,000","2,187,000","-1,199,000","1,002,000","1,002,000","1,002,000",-,"2,258,000","1,389,000",-,-,-,"3,570,000","154,899,000","90,756,000","70,584,000","70,584,000","20,172,000","33,266,000",-,-,"17,397,000","17,397,000",-,"17,397,000",-,-,"8,175,000","8,175,000",-,-,-,"5,305,000","10,172,000","10,172,000","114,000","114,000",-,"5,575,000",-,-,-,-,"4,483,000","18,347,000","114,000","10,058,000",-,"8,783,000","35,630,000","8,669,000","25,572,000","16,246,000","1,098,148","1,098,148",-
117,12/31/1993,"157,686,000","16,172,000","9,128,000",-,"7,649,000","1,479,000",-,"7,044,000","7,044,000","708,000","39,664,000","10,610,000","29,054,000",-,-,-,"91,535,000","94,959,000",-,-,-,-,"94,959,000","2,169,000","-1,255,000","1,117,000","1,117,000","1,117,000",-,"2,259,000","1,367,000",-,-,-,"4,864,000","147,707,000","91,113,000","91,113,000","91,113,000",-,"28,371,000",-,-,"15,877,000","15,877,000",-,"15,877,000",-,-,"8,352,000","8,325,000",-,"27,000",-,"3,994,000","9,979,000","9,979,000","208,000","208,000",-,"5,247,000",-,-,-,-,"4,524,000","18,304,000","208,000","9,771,000","27,000","8,612,000","33,973,000","8,404,000","24,229,000","15,074,000","1,083,620","1,083,620",-
118,9/30/1993,"139,453,000","14,448,000","8,350,000",-,"6,293,000","2,057,000",-,"6,098,000","6,098,000","711,000","36,032,000","9,566,000","26,466,000",-,-,-,"78,954,000","81,471,000",-,-,-,-,"81,471,000","1,585,000","-932,000","838,000","838,000","838,000",-,"2,151,000","953,000",-,-,-,"5,366,000","130,709,000","79,594,000","79,594,000","79,594,000",-,"27,596,000",-,-,"13,868,000","13,868,000",-,"13,868,000",-,-,"5,822,000","5,799,000",-,"23,000",-,"3,829,000","8,744,000","8,744,000","116,000","116,000",-,"4,991,000",-,-,-,-,"3,637,000","14,543,000","116,000","8,628,000","23,000","7,791,000","28,295,000","7,675,000","19,690,000","11,317,000","1,022,248","1,022,248",-
119,6/30/1993,"123,784,000","12,791,000","8,638,000",-,"6,319,000","2,319,000",-,"4,153,000","4,153,000","667,000","26,152,000","1,790,000","24,362,000",-,-,-,"76,254,000","78,639,000",-,-,-,-,"78,639,000","1,583,000","-802,000","868,000","868,000","868,000",-,"2,136,000","962,000",-,-,-,"3,954,000","115,325,000","80,028,000","80,028,000","80,028,000",-,"18,477,000",-,-,"10,039,000","10,039,000",-,"10,039,000",-,-,"4,157,000","4,133,000",-,"24,000",-,"2,624,000","8,459,000","8,459,000","117,000","117,000",-,"4,759,000",-,-,-,-,"3,583,000","12,592,000","117,000","8,342,000","24,000","7,497,000","22,514,000","7,380,000","14,196,000","5,534,000","1,018,064","1,018,064",-
120,3/31/1993,"121,441,000","9,729,000","8,307,000",-,"6,402,000","1,905,000",-,"1,422,000","1,422,000","812,000","29,453,000","1,790,000","27,663,000",-,-,-,"73,778,000","77,978,000",-,-,-,-,"77,978,000","1,566,000","-2,634,000","783,000","783,000","783,000",-,"2,188,000","981,000",-,-,-,"3,717,000","113,221,000","81,308,000","81,308,000","81,308,000",-,"20,732,000",-,-,"3,857,000","3,857,000",-,"3,857,000",-,-,"4,163,000","4,138,000",-,"25,000",-,"3,161,000","8,220,000","8,220,000","118,000","118,000",-,"4,557,000",-,-,-,-,"3,545,000","12,358,000","118,000","8,102,000","25,000","7,239,000","16,097,000","7,121,000","8,020,000",-,"1,015,652","1,015,652",-
121,12/31/1992,"118,059,000","12,363,000","9,765,000",-,"7,771,000","1,994,000",-,"2,598,000","2,598,000","658,000","26,247,000","1,518,000","24,729,000",-,-,-,"71,260,000","73,450,000",-,-,-,-,"73,450,000","1,454,000","-736,000","856,000","856,000","856,000",-,"2,200,000","900,000",-,-,-,"3,575,000","110,245,000","82,727,000","82,727,000","82,727,000",-,"16,052,000",-,-,"5,905,000","5,905,000",-,"5,905,000",-,-,"3,066,000","3,042,000",-,"24,000",-,"2,495,000","7,814,000","7,814,000","119,000","119,000",-,"4,179,000",-,-,-,-,"3,516,000","10,856,000","119,000","7,695,000","24,000","6,914,000","16,642,000","6,795,000","8,971,000",-,"1,011,960","1,011,960",-
122,9/30/1992,"117,926,000","10,517,000","7,046,000",-,"5,770,000","1,276,000",-,"3,471,000","3,471,000","535,000","25,978,000","2,209,000","23,769,000",-,-,-,"68,586,000","70,516,000",-,-,-,-,"70,516,000","1,674,000","-256,000","755,000","755,000","755,000",-,"2,218,000","935,000",-,-,-,"8,402,000","110,292,000","80,447,000","80,447,000","80,447,000",-,"17,763,000",-,-,"6,213,000","6,213,000",-,"6,213,000",-,-,"3,205,000","3,179,000",-,"26,000",-,"2,664,000","7,634,000","7,634,000","366,000","366,000",-,"4,048,000",-,-,-,-,"3,220,000","10,813,000","366,000","7,268,000","26,000","6,699,000","16,660,000","6,333,000","9,418,000","2,346,000","980,640","980,640",-
123,6/30/1992,"110,678,000","10,500,000","7,543,000",-,"6,097,000","1,446,000",-,"2,957,000","2,957,000","616,000","22,655,000","1,355,000","21,300,000",-,-,-,"66,747,000","68,731,000",-,-,-,-,"68,731,000","1,665,000","-319,000","814,000","814,000","814,000",-,"2,194,000","1,027,000",-,-,-,"6,125,000","103,339,000","82,518,000","82,518,000","82,518,000",-,"3,294,000",-,-,"3,564,000","3,564,000",-,"3,564,000",-,-,"3,211,000","3,182,000",-,"29,000",-,"10,752,000","7,339,000","7,339,000","372,000","372,000",-,"3,796,000",-,-,-,-,"3,171,000","10,521,000","372,000","6,967,000","29,000","6,312,000","13,713,000","5,940,000","6,775,000",-,"976,016","976,016",-
124,3/31/1992,"112,741,000","11,679,000","8,564,000",-,"6,397,000","2,167,000",-,"3,115,000","3,115,000","563,000","20,597,000","2,745,000","17,852,000",-,-,-,"66,620,000","68,610,000",-,-,-,-,"68,610,000","1,656,000","-334,000","776,000","776,000","776,000",-,"2,160,000","1,056,000",-,-,-,"9,290,000","105,610,000","84,729,000","84,729,000","84,729,000",-,"3,823,000",-,-,"2,960,000","2,960,000",-,"2,960,000",-,-,"2,868,000","2,838,000",-,"30,000",-,"11,230,000","7,131,000","7,131,000","372,000","372,000",-,"3,642,000",-,-,-,-,"3,117,000","9,969,000","372,000","6,759,000","30,000","6,075,000","12,557,000","5,703,000","5,828,000",-,"969,924","969,924",-
