,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Security Agree to be Resold,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Prepaid Assets,Net PPE,Gross PPE,Land And Improvements,Buildings And Improvements,Machinery Furniture Equipment,Leases,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Deferred Tax Assets,Defined Pension Benefit,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Depositsby Bank,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Financial Instruments Sold Under Agreements To Repurchase,Securities Loaned,Payables And Accrued Expenses,Payables,Accounts Payable,Total Tax Payable,Income Tax Payable,Dividends Payable,Other Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Current Notes Payable,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Capital Lease Obligation,Long Term Provisions,Employee Benefits,Non Current Pension And Other Post-Retirement Benefit Plans,Current Deferred Liabilities,Current Deferred Taxes Liabilities,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Non Current Deferred Revenue,Preferred Securities Outside Stock Equity,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
70,10/31/2005,"365,209,588","39,793,364","13,418,349",-,"1,673,161","11,745,188","26,375,015","26,375,015",-,"5,988,901","141,747,550","99,426,142","42,321,407",-,-,-,-,"152,243,476","153,536,427",-,-,-,-,"153,536,427","1,292,951","13,374,661","1,198,489","1,198,489","12,176,172",-,"1,800,685",-,-,-,-,-,-,"8,642,107",-,-,-,-,-,"1,618,845","347,634,904","246,981,934","237,455,426",-,"237,455,426","9,526,508","35,690,164",-,-,"12,283,623","12,283,623","1,866,808",-,-,-,"10,416,814",-,-,-,-,-,-,-,-,"6,933,522","6,933,522",-,-,-,-,-,-,-,-,-,-,"45,745,661","17,574,684","15,866,100","895,029","895,029",-,"9,755,579","5,912,150",-,"-695,478",-,-,"-1,181","1,708,584","22,799,622","895,029","14,971,071",-,"7,223,993","21,904,593","6,328,964","6,933,522",-,"1,425,566","1,425,566",-,-
71,7/31/2005,"368,422,922","38,103,343","12,479,491",-,"2,172,156","10,307,334","25,623,852","25,623,852",-,"5,631,199","147,491,123","72,597,037","74,894,086",-,-,-,-,"153,280,274","154,660,218",-,-,-,-,"154,660,218","1,379,944",-,-,-,-,-,"1,772,989",-,-,-,-,-,-,"9,070,650",-,-,-,-,-,"13,073,344","350,902,412","251,437,492","251,437,492",-,"251,437,492",-,"34,409,208",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,569,977","5,569,977",-,-,-,-,-,-,-,-,-,-,"59,485,735","17,520,509","15,774,458","5,743,847",-,"5,743,847","10,357,536","35,509",-,"-362,434",-,-,-0.001,"1,746,051","21,344,435",-,"15,774,458",-,"6,703,808","21,344,435","6,703,808","5,569,977",-,"1,418,058","1,418,058",-,-
72,4/30/2005,"359,544,081","34,580,605","10,853,904",-,"1,797,229","9,056,675","23,726,700","23,726,700",-,"5,871,537","146,580,605","71,748,111","74,832,494",-,-,-,-,"148,802,267","150,212,846",-,-,-,-,"150,212,846","1,410,579",-,-,-,-,-,"1,711,587",-,-,-,-,-,-,"9,186,398",-,-,-,-,-,"12,811,083","342,275,819","248,513,854","248,513,854",-,"248,513,854",-,"30,701,511",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,569,270","5,569,270",-,-,-,-,-,-,-,-,-,-,"57,491,184","17,268,262","15,591,940","5,632,242",-,"5,632,242","10,230,479","27,708",-,"-298,489",-,-,-,"1,676,322","21,161,209",-,"15,591,940",-,"6,405,542","21,161,209","6,405,542","5,569,270",-,"1,413,398","1,413,398",-,-
73,1/31/2005,"333,316,795","36,808,484","10,587,943",-,"1,729,099","8,858,844","26,220,541","26,220,541",-,"5,275,366","110,839,742","75,977,425","34,862,317",-,-,-,-,"125,833,540","126,970,975",-,-,-,-,"126,970,975","1,137,435",-,-,-,-,-,"1,223,022",-,-,-,-,-,-,"4,254,527",-,-,-,-,-,"49,082,114","320,114,116","221,962,292","221,962,292",-,"221,962,292",-,"32,078,889",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,870,256","7,870,256",-,-,-,-,-,-,-,-,-,-,"58,202,679","13,202,679","13,202,679","3,475,564",-,"3,475,564","9,915,654","23,567",-,"-212,106",-,-,-,-,"21,072,935",-,"13,202,679",-,"8,948,152","21,072,935","8,948,152","7,870,256",-,"1,316,698","1,316,698",-,-
74,10/31/2004,"311,026,579","30,926,603","9,038,040",-,"1,404,535","7,633,504","21,888,564","21,888,564",-,"5,507,193","131,977,566","66,893,441","65,084,126",-,-,-,-,"123,923,433","125,106,072",-,-,-,-,"125,106,072","1,182,638","11,488,661","1,452,085","1,452,085","10,036,576",-,"1,330,163",-,-,-,-,-,-,"4,368,447",-,-,-,-,-,"1,504,511","295,799,805","206,893,441","200,769,325",-,"200,769,325","6,124,116","27,516,459",-,-,"12,200,683","12,200,683","1,532,553",-,-,-,"10,668,130",-,-,-,-,-,-,-,-,"5,643,745","5,643,745",-,-,-,-,-,-,-,-,-,-,"43,545,477","15,226,774","13,977,079","1,309,437","1,309,437",-,"9,540,356","3,393,075",-,"-264,570",-,-,"-1,219","1,249,695","19,620,824","1,309,437","12,667,642",-,"9,608,632","18,311,387","8,299,195","5,643,745",-,"1,313,908","1,313,908",-,-
75,7/31/2004,"309,193,613","35,638,057","10,236,860",-,"1,836,327","8,400,532","25,401,198","25,401,198",-,"5,700,599","101,354,624","67,701,929","33,652,695",-,-,-,-,"123,221,557","124,590,818",-,-,-,-,"124,590,818","1,369,261",-,-,-,-,-,"1,221,557",-,-,-,-,-,-,"4,593,480",-,-,-,-,-,"37,463,739","294,270,126","211,503,659","211,503,659",-,"211,503,659",-,"30,347,305",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,671,324","5,671,324",-,-,-,-,-,-,-,-,-,-,"46,747,838","14,923,486","13,673,985","1,309,381","1,309,381",-,"9,176,314","3,245,509",-,"-55,888",-,-,"-1,331","1,249,501","19,345,309","1,309,381","12,364,604",-,"9,080,506","18,035,928","7,771,124","5,671,324",-,"1,306,000","1,306,000",-,-
76,4/30/2004,"312,304,950","38,416,290","9,433,704",-,"1,515,152","7,918,552","28,982,586","28,982,586",-,"5,438,091","98,643,905","66,196,353","32,447,552",-,-,-,-,"121,731,798","123,222,268",-,-,-,-,"123,222,268","1,490,470",-,-,-,-,-,"1,351,981",-,-,-,-,-,-,"4,774,441",-,-,-,-,-,"41,948,444","297,319,347","211,539,833","211,539,833",-,"211,539,833",-,"29,484,437",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,730,152","5,730,152",-,-,-,-,-,-,-,-,-,-,"50,564,925","14,985,603","13,735,088","1,526,121","1,526,121",-,"8,897,573","3,281,229",-,"30,166",-,-,-,"1,250,514","19,465,241","1,526,121","12,208,968",-,"8,960,647","17,939,120","7,434,526","5,730,152",-,"1,310,618","1,310,618",-,-
77,1/31/2004,"316,236,104","35,906,564","8,065,114",-,"1,769,455","6,295,659","27,841,451","27,841,451",-,"5,885,389","103,163,049","71,712,546","31,450,503",-,-,-,-,"119,985,442","121,735,045",-,-,-,-,"121,735,045","1,749,603",-,-,-,-,-,"1,360,508",-,-,-,-,-,-,"4,842,509",-,-,-,-,-,"45,092,642","301,449,179","205,615,405","205,615,405",-,"205,615,405",-,"36,895,183",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,696,136","5,696,136",-,-,-,-,-,-,-,-,-,-,"53,242,456","14,786,924","13,536,263","1,521,969","1,521,969",-,"8,867,125","3,192,165",-,"-44,997",-,-,-,"1,250,662","19,232,398","1,521,969","12,014,293",-,"8,693,753","17,710,429","7,171,784","5,696,136",-,"1,315,202","1,315,202",-,-
78,10/31/2003,"273,531,584","25,193,195","7,718,581",-,"1,467,757","6,250,824","17,474,614","17,474,614",-,"6,645,127","79,665,040","54,889,885","24,775,155",-,-,-,-,"118,057,497","120,069,893",-,-,-,-,"120,069,893","2,012,396",-,-,-,-,-,"1,417,645",-,-,-,-,-,-,"5,000,659",-,-,-,-,-,"37,552,420","259,170,513","182,880,127","177,896,611",-,"177,896,611","4,983,516","23,191,349",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,886,852","5,886,852",-,-,-,-,-,-,-,-,-,-,"47,212,185","14,361,071","13,110,906","1,535,013","1,535,013",-,"8,517,737","3,179,480",-,"-121,324",-,-,-,"1,250,165","18,997,758","1,535,013","11,575,893",-,"8,110,247","17,462,746","6,575,234","5,886,852",-,"1,312,522","1,312,522",-,-
79,7/31/2003,"302,215,030","34,456,797","7,813,116",-,"1,547,988","6,265,128","26,643,681","26,643,681",-,"7,030,678","93,359,133","65,000,000","28,359,133",-,-,-,-,"120,077,399","120,077,399",-,-,-,-,-,-,-,-,-,-,-,"1,442,443",-,-,-,-,-,-,"5,108,359",-,-,-,-,-,"40,740,220","288,018,576","198,627,920","198,627,920",-,"198,627,920",-,"33,502,674",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,143,541","5,143,541",-,-,-,-,-,-,-,-,-,-,"50,744,441","14,196,454","12,946,806","1,535,322","1,535,322",-,"8,326,766","3,077,681",-,"7,036",-,-,-,"1,249,648","18,090,346","1,535,322","11,411,483",-,"7,838,446","16,555,024","6,303,124","5,143,541",-,"1,306,730","1,306,730",-,-
80,4/30/2003,"321,652,585","49,342,689","6,945,439",-,"1,357,583","5,587,856","42,397,250","42,397,250",-,"6,918,230","94,303,308","63,515,681","30,787,627",-,-,-,-,"122,371,474","122,371,474",-,-,-,-,-,-,-,-,-,-,-,"1,479,307",-,-,-,-,-,-,"5,331,519",-,-,-,-,-,"41,906,058","307,522,555","211,833,023","211,833,023",-,"211,833,023",-,"41,437,777",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,260,347","4,260,347",-,-,-,-,-,-,-,-,-,-,"49,991,408","14,130,030","12,879,851","1,785,765","1,785,765",-,"8,089,646","3,000,143",-,"4,296",-,-,-,"1,250,179","17,140,198","1,785,765","11,094,086",-,"7,548,332","15,354,432","5,762,566","4,260,347",-,"1,302,150","1,302,150",-,-
81,1/31/2003,"311,438,564","35,463,808","9,016,119",-,"1,572,384","7,443,735","26,447,689","26,447,689",-,"7,048,358","94,405,414","64,840,328","29,565,085",-,-,-,-,"122,448,297","122,448,297",-,-,-,-,-,-,-,-,-,-,-,"1,532,847",-,-,-,-,-,-,"6,272,810",-,-,-,-,-,"44,267,032","296,987,530","206,237,835","206,237,835",-,"206,237,835",-,"34,726,277",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,318,735","4,318,735",-,-,-,-,-,-,-,-,-,-,"51,704,684","14,451,034","13,201,034","1,476,582","1,476,582",-,"8,804,745","2,916,667",-,"1,521",-,-,"1,521","1,250,000","17,519,769","1,476,582","11,724,453",-,"6,928,224","16,043,187","5,451,642","4,318,735",-,"1,295,842","1,295,842",-,-
82,10/31/2002,"278,040,498","19,598,131","6,537,383",-,"1,901,869","4,635,514","13,060,748","13,060,748",-,"7,719,626","82,197,819","53,395,639","28,802,181",-,-,-,-,"122,627,726","126,127,726",-,-,-,-,"126,127,726","3,500,000",-,-,-,-,-,"1,633,956",-,-,-,-,-,-,"6,517,134",-,-,-,-,-,"37,746,106","263,749,221","189,190,031","184,721,184",-,"184,721,184","4,468,847","25,713,396",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,342,679","4,342,679",-,-,-,-,-,-,-,-,-,-,"44,503,115","14,291,277","13,040,498","1,484,424","1,484,424",-,"8,710,280","2,845,794",-,-,-,-,-0.001,"1,250,779","17,383,178","1,484,424","11,556,075",-,"6,523,364","15,898,754","5,038,941","4,342,679",-,"1,290,798","1,290,798",-,-
83,7/31/2002,"309,569,279","35,931,908","7,860,649",-,"1,673,793","6,186,857","28,071,259","28,071,259",-,"8,006,334","98,685,669","66,994,458","31,691,211",-,-,-,-,"124,642,914","124,642,914",-,-,-,-,-,-,-,-,-,-,-,"1,672,209",-,-,-,-,-,-,"6,609,660",-,-,-,-,-,"34,020,586","295,201,900","206,945,368","206,945,368",-,"206,945,368",-,"42,798,100",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,080,760","4,080,760",-,-,-,-,-,-,-,-,-,-,"41,377,672","14,367,379","13,467,933","1,491,686","1,491,686",-,"9,193,983","2,782,264",-,-,-,-,-,"899,446","17,548,694","1,491,686","11,976,247",-,"6,858,274","16,057,007","5,366,587","4,080,760",-,"1,282,758","1,282,758",-,-
84,4/30/2002,"300,716,638","39,330,406","6,998,589",-,"1,911,557","5,087,032","32,331,817","32,331,817",-,"8,235,848","99,788,302","70,550,416","29,237,886",-,-,-,-,"122,621,923","122,621,923",-,-,-,-,-,-,-,-,-,-,-,"1,643,406",-,-,-,-,-,-,"6,796,299",-,-,-,-,-,"22,300,455","285,902,462","203,076,682","203,076,682",-,"203,076,682",-,"45,717,422",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,077,152","4,077,152",-,-,-,-,-,-,-,-,-,-,"33,031,206","14,814,176","13,914,066","1,486,592","1,486,592",-,"9,700,486","2,726,988",-,-,-,-,-0.001,"900,110","17,991,218","1,486,592","12,427,474",-,"7,117,767","16,504,626","5,631,175","4,077,152",-,"1,282,758","1,282,758",-,-
85,1/31/2002,"310,427,689","41,080,310","6,386,821",-,"1,460,478","4,926,342","34,693,490","34,693,490",-,"8,217,963","102,361,793","72,298,432","30,063,361",-,-,-,-,"123,714,557","123,714,557",-,-,-,-,-,-,-,-,-,-,-,"1,718,676",-,-,-,-,-,-,"6,719,468",-,-,-,-,-,"26,614,922","295,588,468","206,237,922","206,237,922",-,"206,237,922",-,"50,020,592",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,413,116","4,413,116",-,-,-,-,-,-,-,-,-,-,"34,916,838","14,839,221","13,939,490","1,492,159","1,492,159",-,"9,784,572","2,662,759",-,-,-,-,-,"899,731","18,352,606","1,492,159","12,447,331",-,"7,220,022","16,860,447","5,727,863","4,413,116",-,"1,279,000","1,279,000",-,-
86,10/31/2001,"287,838,438","26,149,817","5,945,088",-,"1,961,593","3,983,495","20,204,729","20,204,729",-,"9,122,362","97,194,096","66,184,733","31,009,364",-,-,-,-,"119,673,068","120,993,493",-,-,-,-,"120,993,493","1,320,425",-,-,-,-,-,"1,831,455",-,-,-,-,-,-,"6,616,410",-,-,-,-,-,"27,251,230","273,162,990","193,913,664","190,028,567",-,"190,028,567","3,885,098","36,073,639",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,891,287","4,891,287",-,-,-,-,-,-,-,-,-,-,"38,284,399","14,675,448","13,404,222","1,491,827","1,491,827",-,"9,652,436","2,258,372",-,-,-,-,"1,587","1,271,227","18,295,509","1,491,827","11,912,395",-,"6,787,811","16,803,682","5,295,985","4,891,287",-,"1,256,902","1,256,902",-,-
87,7/31/2001,"295,836,391","30,252,294","5,692,661",-,"1,648,318","4,044,343","24,559,633","24,559,633",-,"8,423,547","105,792,049","75,680,428","30,111,621",-,-,-,-,"120,174,312","120,174,312",-,-,-,-,-,-,-,-,-,-,-,"1,961,774",-,-,-,-,-,-,"6,917,431",-,-,-,-,-,"22,314,985","281,350,153","197,366,972","197,366,972",-,"197,366,972",-,"45,111,621",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,686,544","5,686,544",-,-,-,-,-,-,-,-,-,-,"33,185,015","14,486,239","13,224,771","1,478,593","1,478,593",-,"9,489,297","2,256,881",-,-,-,-,-,"1,261,468","18,911,315","1,478,593","11,746,177",-,"6,307,339","17,432,722","4,828,746","5,686,544",-,"1,256,600","1,256,600",-,-
88,4/30/2001,"288,002,150","27,650,491","4,313,575",-,"1,769,042","2,544,533","23,336,916","23,336,916",-,"8,912,776","103,564,189","74,502,457","29,061,732",-,-,-,-,"118,737,715","118,737,715",-,-,-,-,-,-,-,-,-,-,-,"2,036,241",-,-,-,-,-,-,"7,272,727",-,-,-,-,-,"19,828,010","273,613,329","198,425,983","198,425,983",-,"198,425,983",-,"38,075,860",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,895,577","4,895,577",-,-,-,-,-,-,-,-,-,-,"32,215,909","14,388,821","13,109,644","1,480,344","1,480,344",-,"9,375,000","2,254,300",-,-,-,-,0.001,"1,279,177","18,005,221","1,480,344","11,629,300",-,"5,836,916","16,524,877","4,356,572","4,895,577","582,002","1,256,200","1,256,200",-,-
89,1/31/2001,"284,053,365","30,133,413","7,363,214",-,"1,599,460","5,763,754","22,770,199","22,770,199",-,"9,421,376","96,210,463","67,636,037","28,574,427",-,-,-,-,"119,421,376","119,421,376",-,-,-,-,-,-,-,-,-,-,-,"2,620,297",-,-,-,-,-,-,"7,624,044",-,-,-,-,-,"18,622,395","269,881,577","194,639,484","194,639,484",-,"194,639,484",-,"38,385,549",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,850,847","4,850,847",-,-,-,-,-,-,-,-,-,-,"32,005,696","14,171,788","12,890,121","1,472,043","1,472,043",-,"9,169,540","2,248,538",-,-,-,-,-,"1,281,667","17,740,968","1,472,043","11,418,078",-,"5,266,077","16,268,925","3,794,034","4,850,847",-,"1,255,400","1,255,400",-,-
90,10/31/2000,"264,817,240","18,160,219","4,186,719",-,"1,521,474","2,665,245","13,973,500","13,973,500",-,"9,812,671","85,386,841","58,297,289","27,089,552",-,-,-,-,"120,720,378","121,868,718",-,-,-,-,"121,868,718","1,148,340",-,-,-,-,-,"2,791,654",-,-,-,-,-,-,"7,834,298",-,-,-,-,-,"20,111,179","250,811,758","185,808,712","185,808,712",-,"185,808,712",-,"27,863,235",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,882,729","4,882,729",-,-,-,-,-,-,-,-,-,-,"32,257,082","14,005,483","12,349,985","1,250,381","1,250,381",-,"9,038,989","2,060,615",-,-,-,-,-,"1,655,498","17,232,714","1,250,381","11,099,604",-,"4,515,687","15,982,333","3,265,306","4,882,729","696,010","1,245,232","1,245,232",-,-
91,7/31/2000,"272,742,271","27,443,520","6,697,384",-,-,"6,697,384","20,746,136","20,746,136",-,"8,079,667","88,550,832","59,533,294","29,017,539",-,-,-,-,"120,743,163","120,743,163",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,925,089","258,895,660","193,146,552","193,146,552",-,"193,146,552",-,"33,598,395",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,839,477","4,839,477",-,-,-,-,-,-,-,-,-,-,"27,311,237","13,846,611","12,216,112","1,236,623","1,236,623",-,"9,512,485","1,467,004",-,-,-,-,-,"1,630,499","17,055,589","1,236,623","10,979,489",-,"12,216,112","15,818,966","10,979,489","4,839,477",-,"1,244,000","1,244,000",-,-
92,4/30/2000,"270,082,938","22,069,017","5,663,507",-,-,"5,663,507","16,405,509","16,405,509",-,"8,098,341","84,413,507","56,737,263","27,676,244",-,-,-,-,"121,676,540","121,676,540",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"33,825,533","256,359,597","191,559,538","191,559,538",-,"191,559,538",-,"29,123,223",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,327,607","4,327,607",-,-,-,-,-,-,-,-,-,-,"31,349,230","13,723,341","12,100,118","1,224,822","1,224,822",-,"9,215,047","1,660,249",-,-,-,-,-,"1,623,223","16,427,725","1,224,822","10,875,296",-,"12,100,118","15,202,903","10,875,296","4,327,607",-,"1,243,400","1,243,400",-,-
93,1/31/2000,"233,914,931","35,869,936","8,971,933",-,-,"8,971,933","26,898,003","26,898,003",-,"8,246,962","72,129,919","55,271,991","16,857,928",-,-,-,-,"95,287,037","95,287,037",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"22,381,076","221,650,029","157,476,997","157,476,997",-,"157,476,997",-,"34,892,072",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,180,990","3,180,990",-,-,-,-,-,-,-,-,-,-,"26,099,971","12,264,902","11,925,926","930,990","930,990",-,"8,853,299","2,141,638",-,-,-,-,0.001,"338,976","15,106,916","930,990","10,994,936",-,"11,925,926","14,175,926","10,994,936","3,180,990",-,"1,240,686","1,240,686",-,-
94,10/31/1999,"214,416,949","31,933,941","6,225,982",-,"1,464,028","4,761,954","25,707,959","25,707,959",-,"9,040,018","69,092,982","51,063,999","18,028,983",-,-,-,-,"87,485,067","88,451,081",-,-,-,-,"88,451,081","966,014","4,050,022","1,329,999","1,329,999","2,720,024",-,"1,737,973",-,-,-,-,-,-,"908,930",-,-,-,-,-,"10,168,015","202,548,919","140,386,053","140,386,053",-,"140,386,053",-,"34,284,979",-,-,"5,885,979","5,885,979","1,787,995",-,-,-,"4,097,984",-0.001,-,-,-,-,-,-,-,"3,217,008","3,217,008",-,-,-,-,-,-,-,-,-,-,"18,774,901","11,868,030","11,533,029","833,015","833,015",-,"8,693,983","2,006,032",-,-,-,-,0.001,"335,001","14,750,037","833,015","10,700,015",-,"10,624,099","13,917,022","9,791,084","3,217,008",-,"1,240,686","1,240,686",-,-
95,7/31/1999,"222,486,007","36,078,092","8,307,102",-,"2,069,064","6,238,038","27,770,990","27,770,990",-,"8,571,020","70,103,070","52,417,996","17,685,074",-,-,-,-,"89,860,066","89,860,066",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,873,759","211,888,053","143,656,034","143,656,034",-,"143,656,034",-,"42,001,956",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,490,069","3,490,069",-,-,-,-,-,-,-,-,-,-,"22,739,994","10,597,954","10,218,026","839,001","839,001",-,"8,011,435",-,-,-,-,-,"1,367,590","379,928","13,708,095","839,001","9,379,025",-,"10,218,026","12,869,094","9,379,025","3,490,069",-,"1,189,200","1,189,200",-,-
96,4/30/1999,"208,040,992","28,131,875","7,595,915",-,"1,686,944","5,908,972","20,535,959","20,535,959",-,"8,860,977","63,823,049","47,635,011","16,188,038",-,-,-,-,"90,396,937","90,396,937",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,828,155","199,329,978","141,265,062","141,265,062",-,"141,265,062",-,"31,240,992",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,410,941","3,410,941",-,-,-,-,-,-,-,-,-,-,"23,412,983","8,711,014","8,711,014","830,051","830,051",-,"6,674,544",-,-,-,-,-,"1,206,419",-,"12,121,955","830,051","7,880,963",-,"8,711,014","11,291,904","7,880,963","3,410,941",-,"1,188,800","1,188,800",-,-
97,1/31/1999,"213,484,968","31,907,992","8,531,047",-,"2,654,026","5,877,021","23,376,945","23,376,945",-,"10,266,959","64,426,953","46,927,935","17,499,018",-,-,-,-,"87,841,064","87,841,064",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,042,000","204,841,064","144,436,018","144,436,018",-,"144,436,018",-,"32,331,017",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,558,997","3,558,997",-,-,-,-,-,-,-,-,-,-,"24,515,032","8,643,904","8,643,904","838,948","838,948",-,"6,451,881",-,-,"-91,101","-90,044","-1,058","1,444,176",-,"12,202,901","838,948","7,804,955",-,"8,643,904","11,363,952","7,804,955","3,558,997",-,"1,188,800","1,188,800",-,-
98,10/31/1998,"181,830,992","15,369,965","3,079,025",-,"1,379,071","1,699,954","12,290,940","12,290,940",-,"9,947,986","49,718,938","37,206,976","12,511,962",-,-,-,-,"84,926,069","85,802,130",-,-,-,-,"85,802,130","876,061","5,654,885","1,785,924","1,785,924","3,868,961",-,"1,665,998",-,-,-,-,-,-,"958,018",-,-,-,-,-,"13,589,134","173,297,885","120,677,111","118,832,073",-,"118,832,073","1,845,038","21,455,008",-,-,"4,354,993","4,354,993","1,943,973",-,-,-,"2,411,020",-,"66,986","66,986",-,-,"66,986",-,-,"3,538,972","3,538,972",-,-,-,-,-,-,-,-,-,-,"23,204,816","8,533,107","8,533,107","845,038","845,038",-,"6,386,942",-,-,-,-,-,"1,301,127",-,"12,072,079","845,038","7,688,069",-,"7,575,089","11,294,027","6,730,051","3,605,958","526,933","1,188,476","1,188,476",-,-
99,7/31/1998,"208,746,032","40,087,075","6,925,019",-,"689,947","6,235,072","33,162,056","33,162,056",-,"9,144,067","60,728,949","44,453,968","16,274,981",-,-,-,-,"84,609,977","84,609,977",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,175,964","200,349,055","137,344,067","137,344,067",-,"137,344,067",-,"40,572,940",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,543,008","3,543,008",-,-,-,-,-,-,-,-,-,-,"18,889,040","8,396,977","8,396,977","915,042","915,042",-,"6,424,036",-,-,"204,989",-,-,"852,910",-,"11,939,985","915,042","7,481,935",-,"8,396,977","11,024,943","7,481,935","3,543,008",-,"1,188,000","1,188,000",-,-
100,4/30/1998,"189,518,969","35,705,941","6,877,881",-,"571,940","6,305,941","28,828,060","28,828,060",-,"8,078,024","45,672,870","30,636,936","15,035,934",-,-,-,-,"85,039,943","85,039,943",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,022,190","181,454,832","127,673,014","127,673,014",-,"127,673,014",-,"31,357,051",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,425,054","3,425,054",-,-,-,-,-,-,-,-,-,-,"18,999,714","8,064,137","8,064,137","900,072","900,072",-,"5,939,585",-,-,"37,938",-,-,"1,186,543",-,"11,489,191","900,072","7,164,066",-,"8,064,137","10,589,120","7,164,066","3,425,054",-,"1,188,000","1,188,000",-,-
